page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect
36,Chocolate Diamante Negro -Lacta®,520.0,62.67,27.0,7.0,0.33,False
36,Chocolate dietético -Pan®,524.4,43.95,31.7,15.83,,False
36,Chocolate Diplomata -Ncstlé®,544.0,58.5,30.7,8.1,,False
36,Chocolate em pó-Dois Frades Nestlé®,349.0,60.0,8.0,9.3,,False
36,Chocolate em pó -Garoto®,326.0,81.0,60.0,9.5,,False
36,Chocolate Galak -Nestlé®,562.0,50.8,35.1,10.6,,False
36,Chocolate Galak biscuit -Ncstlé®,535.7,58.92,30.0,7.85,,False
36,Chocolate Galak com Corn Flakes,533.9,55.0,,10.28,,False
36,Chocolate Galak com Ncgresco,522.2,55.39,28.78,10.17,,False
36,"Chocolate Hawaí -Especialidades 441 ,40",74.48,13.79,,4.14,,False
36,Chocolate Kit Kat -Nestlé®,500.0,59.58,25.63,7.71,,False
36,Chocolate Krot -Lacta®,563.3,47.0,35.67,13.33,0.66,False
36,Chocolate Laka -Lacta®,550.0,55.0,32.33,9.67,,False
36,Chocolate Lancy -Lacta®,533.0,60.0,29.0,8.0,0.66,False
36,Chocolate Lococo -Especialidades,455.2,67.59,19.31,3.45,,False
37,"Chocolate M&M's® 50 I ,00",70.98,20.87,8.35,4.17,2.08,False
37,Chocolate Magic -Nestlé®,540.0,56.0,32.0,7.0,,False
37,Chocolate meio amargo -Nestlé®,550.0,62.4,31.9,3.5,,False
37,Chocolate Milkybar -Nestlé®,464.0,73.2,18.0,2.8,,False
37,Chocolate Nescau -Nestlé®,545.0,57.5,31.75,7.25,,False
37,Chocolate Nescau Ball -Nestlé®,483.0,66.6,21.66,5.33,,False
37,Chocolate Noblesse-Especialidades,560.0,54.0,35.0,7.0,,False
37,Chocolate Prestígio -Ncstlé®,434.0,73.7,13.7,3.7,,False
37,Chocolate Prestígio Biscuit -Nestlé®,528.6,63.92,27.5,6.07,,False
37,Chocolate Quik-Nestlé®,545.0,56.2,32.0,7.9,,False
37,Chocolate Sensação -Especialidades,490.9,69.09,21.81,4.54,,False
37,Chocolate Smarties -Nestlé®,462.0,76.2,15.71,3.71,,False
37,Chocolate Smash -Nestlé®,426.0,78.7,10.2,5.2,,False
37,Chocolate SuOair ao leite -Nestlé®,568.0,54.6,35.8,6.9,,False
37,Chocolate SuOair branco -Nestlé®,576.0,48.3,38.0,10.0,,False
38,Chocolate Surpresa · Nestlé®,568.0,54.6,35.8,6.9,,False
38,Chocolate Surpresa bichos baunilha ·,546.0,62.0,16.42,5.33,,False
38,Chocolate Surpresa bichos morango ·,546.6,62.0,16.42,5.33,,False
38,Chocolate Surpresa bichos tutti-fruti •,546.6,62.0,16.42,5.33,,False
38,Chocotone • Hauducco® 40 I .00,55.0,17.0,,7.0,,False
38,Chocrilhos chocolate • Kellogg's®,450.0,66.0,18.0,7.0,3.0,False
38,Chuchu (cozido),24.0,5.1,,0.62,0.58,False
38,Chuchu (cru),24.0,5.41,0.3,0.9,3.0,False
38,Chuleta com osso (crua) I,298.42,0.0,21.0,25.04,0.0,False
38,Churros com doce de leite,322.08,43.58,14.45,5.62,0.38,False
38,Cidra,40.0,,0.2,0.6,1.4,False
38,Clara de ovo de galinha,50.0,1.04,0.0,10.5,0.0,False
38,Claybon® Sabor e Saúde (creme,545.0,,,0.1,,False
38,Cobertura de caramelo para sorvete·,275.9,66.9,0.4,1.1,,False
38,Cobertura de chocolate para sorvete·,277.6,69.4,,,,False
39,Cobertura de marshimallow para,282.3,68.8,,1.7,,False
39,Cobertura de morango para sorvete,293.8,73.4,,,,False
39,"Coca-Cola® ""light""",0.4,,,,,False
39,Coco fresco,354.0,15.2,33.5,3.34,9.4,False
39,Coco fresco ralado,354.0,15.2,33.5,3.34,9.4,False
39,Coco seco ralado,501.0,47.7,35.5,2.89,4.71,False
39,Coco seco ralado -Socôco®,650.0,15.0,63.0,8.0,7.0,False
39,Coelho (cozido),173.0,0.0,3.52,33.0,0.0,False
39,Coelho (cru),151.78,0.0,7.62,20.8,,False
39,Coelho assado,197.0,0.0,8.06,29.1,0.0,False
39,Coelho com molho,126.69,3.01,6.17,14.42,0.61,False
39,Coentro seco,279.0,51.9,4.78,21.9,10.4,False
39,Cogumelo seco shitake,296.0,75.4,0.99,9.59,11.5,False
40,Colomba pascal -Bauducco®,372.0,54.0,14.2,6.9,,False
40,Colorau,334.0,78.2,4.6,6.6,14.5,False
40,Cominho em pó,375.0,44.2,22.3,17.8,10.5,False
40,Conhaque,231.0,0.0,0.0,0.0,0.0,False
40,Contra filé (cru),297.82,0.0,21.19,24.99,0.0,False
40,Coração bovino (cru),121.0,0.0,6.0,16.8,0.0,False
40,Coração de frango (cozido),185.0,0.1,7.93,26.4,0.0,False
40,Coração de frango (cru),121.67,0.0,5.83,17.3,,False
40,Corn flakes -Kellogg's®,360.0,84.0,,7.0,3.0,False
40,Costela com osso (crua),376.07,0.0,31.21,22.2,0.0,False
40,Costelinha de porco (assada),290.87,2.86,21.0,20.81,0.49,False
40,Couve (cozida),32.0,5.64,0.4,1.91,2.0,False
40,Couve (crua),50.0,10.0,0.7,3.31,3.0,False
40,Couve de bruxelas (crua),43.0,8.97,0.3,3.39,4.95,False
40,"Couve refogada 117, li",9.05,8.78,5.02,2.81,2.58,False
41,"I,H~ 1,'/J 11.~11 1,1'/ O. I HI O,IHHI 11,·110 II,IIIHI 0.~10 o.wm 1•1-~,IHIO \.1,01XI O,J\0",0.01,,,,,False
41,( 'uuvt•-nm• (nuaa) )\00 ~.:11,0.21,0.11,0.02,,,False
41,"1,91)",1.95,0.7,1.25,2.91,1.2,False
41,Coxa de frango frita,243.27,0.86,15.95,22.68,0.2,False
41,Coxa de frango inteira (assada),234.69,0.71,14.55,23.64,0.16,False
41,"Coxa de frango inteira (crua) 21 I ,00",0.0,15.3,3.32,17.3,0.0,False
41,Coxa de frango sem pele (assada),199.05,0.71,10.24,24.39,0.16,False
41,Coxa de frango sem pele (crua),119.0,0.0,3.92,19.7,0.0,False
41,Coxa de frango sem pele tubelle light •,79.2,,0.6,15.4,,False
41,"Coxa de perú cozida ""rolê""-Califónia",105.5,,1.68,20.72,,False
41,Coxa de peru sem pele (crua),114.0,0.0,3.61,20.5,,False
41,Coxão duro (cru),220.35,0.0,9.43,31.65,0.0,False
41,Coxão mole (cru),230.7,0.0,9.58,33.76,0.0,False
41,Coxinha de frango,374.44,42.02,18.62,9.1,1.88,False
41,Cravo da Índia,323.0,61.2,20.0,5.98,34.2,False
42,Cream cheese-Danúbio®,250.0,2.0,24.0,6.0,,False
42,Cream Cheese light- Danúbio®,190.0,2.5,16.0,8.5,,False
42,Creme de arroz Colombo®,353.0,79.7,0.6,7.2,,False
42,Creme de arroz cozido,52.0,,0.5,0.9,0.1,False
42,Creme de baunilha -Royal®*,113.1,20.98,2.48,2.94,,False
42,Creme de caramelo Royal®* I,12.4,20.91,2.48,2.94,,False
42,Creme de chocolate -Royal®*,109.8,19.15,2.68,7.96,,False
42,Creme de coco -Royal®* I,13.7,20.59,2.74,3.01,,False
42,Creme de leite-Glória®,251.0,4.0,,2.5,,False
42,Creme de leite -Nestlé®,249.0,3.6,25.0,2.4,,False
42,Creme de leite -Parmalat®,255.0,4.8,25.0,2.8,,False
42,Creme de leite fresco,292.0,2.97,30.9,2.18,0.0,False
42,Creme de leite light-Glória®,196.0,5.2,18.0,3.3,,False
42,Creme de leite light -Nestlé®,166.0,4.6,15.0,3.1,,False
42,Creme de leite light -Parmalat®,171.0,5.5,15.0,3.5,,False
43,Creme de morango -Royal®*,113.1,20.98,2.48,2.94,,False
43,Creme Dessert baunilha -Nestlé®,211.0,15.6,15.0,3.5,,False
43,Creme Dessert cassis -Nestlé®,214.0,16.4,15.0,3.5,,False
43,Creme Dessert chocolate -Nestlé®,223.0,19.0,15.2,2.6,,False
43,Creme Dessert leite moça -Nestlé®,219.0,14.8,15.9,4.4,,False
43,Creme Dessert morango -Nestlé®,207.0,15.6,14.8,2.9,,False
43,Creme vegetal com sal -Mazola®,540.0,,,0.1,,False
43,Cremogema® chocolate*,360.0,,,,,False
43,Cremogema® tradicional*,360.0,,,,,False
43,Cremutcho®,648.0,,12.0,0.9,,False
43,Croissant,406.0,45.8,21.0,8.2,2.12,False
43,Croissant de chocolate,416.0,41.81,25.05,9.28,2.9,False
43,Croissant de queijo,414.0,47.0,20.9,9.2,3.8,False
43,"Croquete de miolo 20 I ,82",22.07,10.01,2.91,6.57,0.59,False
43,Crunch nut- Kellogg's®,366.6,83.32,3.33,6.66,3.33,False
44,Cupuaçu,72.0,14.7,1.6,1.7,0.5,False
44,Curau I,16.27,23.53,2.02,2.82,1.07,False
44,Cúrcuma,354.0,64.9,9.88,7.83,21.1,False
44,Curry,325.0,58.2,13.8,12.7,33.2,False
44,Cuscuz paulista,184.68,23.0,13.0,5.18,4.27,False
44,Dadinho®,418.0,70.5,14.1,7.4,1.0,False
44,Damasco,48.0,11.1,0.39,1.41,,False
44,Damasco seco,238.0,61.0,0.8,3.66,7.8,False
44,Danette chocolate -Danone®,167.0,23.2,0.56,4.3,,False
44,Danette doce de leite -Danone®,139.0,22.4,3.4,4.5,,False
44,Delicata® com sal,360.0,,40.0,,,False
44,Deline com sal -Sadia®,370.0,,41.0,,,False
44,Dextrosol®,360.0,,,,,False
44,Diet Shake® morango,363.8,68.37,2.87,16.13,,False
44,Dobradinha,43.5,1.63,2.53,3.71,0.34,False
45,Doce de abóbora -bar,406.0,73.8,12.3,4.4,0.3,False
45,Doce de amendoim -bar,418.0,70.5,14.1,7.4,1.0,False
45,Doce de batata doce -bar,406.0,73.8,12.3,4.4,,False
45,Doce de frutas cristalizadas,306.0,78.9,0.1,0.7,1.1,False
45,Doce de leite ponto de corte -Moça,316.0,57.5,7.4,6.4,,False
45,Doce de leite pronto cremoso -Moça,309.0,57.6,5.9,6.4,,False
45,Doriana® light,360.0,,40.0,,,False
45,Doritos natural -Elma Chips®,460.0,61.3,20.4,7.7,,False
45,Doritos pizza -Elma Chips®,443.8,,,8.75,,False
45,Doritos queijo -Elma Chips®,477.0,65.0,21.0,7.1,,False
45,Doritos queijo nacho-Elma Chips®,485.0,,,7.0,,False
45,Empadão de palmito,189.16,24.13,8.73,4.55,1.86,False
45,Em padinha de camarão,175.19,15.49,7.76,10.49,1.3,False
45,Empadinha de palmito,235.0,26.0,,6.12,2.24,False
45,Endívia,16.0,3.0,0.0,1.0,,False
46,Endro fresco,43.0,7.03,1.12,3.46,3.0,False
46,Endro seco,253.0,55.8,4.36,20.0,23.8,False
46,Erva doce seca,350.0,50.0,,20.0,,False
46,Ervilha cm conserva-Jurema®,110.0,21.0,1.0,6.5,,False
46,Ervilha fresca,81.0,14.5,0.4,5.43,5.1,False
46,Ervilha seca,343.0,61.0,2.0,22.5,4.7,False
46,Ervilha seca (cozida),81.0,14.42,0.47,5.32,1.11,False
46,Ervilha torta fresca I,18.0,20.3,0.4,9.3,3.8,False
46,Escarola,17.0,3.36,0.2,1.26,2.07,False
46,Escarola refogada,224.4,9.86,20.49,2.49,3.84,False
46,Esfiha de carne,286.63,38.99,8.84,12.25,2.87,False
46,Esfiha de queijo,302.14,25.26,,12.56,2.61,False
46,"Espaguete massa de sêmola 1 357,oo 7s,oo",1.2,,,11.6,,False
46,Espetinho de carne bovina com cebola,206.49,,0.94,19.48,0.4,False
46,Espinafre (cozido),23.0,3.76,0.26,2.98,2.3,False
47,Espinafre (cru),22.0,3.51,0.35,2.87,2.7,False
47,Estragãu,295.0,50.2,7.24,22.8,7.4,False
47,Estrogonofe de carne bovina molho de,134.5,,7.7,12.8,,False
47,Estrogonofe de filé mignon,214.09,2.99,14.78,16.5,0.39,False
47,Estrudel de maçã,274.0,41.1,11.2,3.3,,False
47,Extra to de tomate -Elefante Cica®,72.0,16.0,1.0,2.0,,False
47,Fandangos pipoca -Elma Chips®,459.0,75.5,14.6,6.4,,False
47,Fandangos sabor presunto -Elma,459.0,72.5,15.6,7.4,,False
47,Fandangos sabor queijo -Elma Chips®,461.0,75.5,14.8,6.5,,False
47,Fanta® laranja,54.0,14.5,,,,False
47,"Fanta® laranja ""diet""",0.4,,,,,False
47,"Farelo de aveia -Oat Bran Quakcr® 321, 00",46.0,7.0,,16.0,12.0,False
47,Farelo de trigo,216.0,64.5,4.26,15.6,41.9,False
47,Farinha de arroz -Mococa®,379.0,86.7,0.6,6.7,,False
47,Farinha de arroz tradicional,360.0,88.0,0.1,1.0,,False
48,Farinha de aveia · Feria®,390.0,60.0,10.0,12.0,10.0,False
48,Farinha de aveia · Quaker®,390.0,61.0,0.0,12.0,10.0,False
48,Farinha de centeio,324.0,68.7,2.7,0.14,22.6,False
48,Farinha de mandioca (crua),354.0,86.4,0.3,1.7,1.8,False
48,Farinha de mandioca torrada,354.0,86.4,0.3,1.7,1.8,False
48,Farinha de milho,361.0,77.9,3.87,6.94,13.4,False
48,Farinha de rosca,395.0,72.5,5.15,12.5,4.2,False
48,Farinha de semolina,360.0,72.8,1.06,12.7,3.9,False
48,Farinha de soja,433.0,31.9,20.7,37.8,1.98,False
48,Farinha de trigo comum,371.0,77.7,1.3,9.4,3.6,False
48,Farinha de trigo especial-Dona Benta®,357.0,77.0,1.0,10.0,,False
48,Farinha de trigo especial -Sol®,346.0,74.0,1.0,10.0,,False
48,Farinha de trigo integral,339.0,72.6,,13.7,11.55,False
48,Farinha enriquecida -Ccrelac®,470.0,68.5,9.0,15.5,2.0,False
48,Farinha láctea -Nestlé®,416.0,73.6,7.5,13.6,,False
49,"Farofa de farinha de mandioca 386, I O",78.43,9.56,3.32,0.22,0.62,False
49,Fécula de batata -Colombo®,329.0,82.0,,0.1,,False
49,Fécula de batata-PADRÃO,332.0,82.0,,0.1,0.0,False
49,Feijão (cru),337.0,61.3,1.07,22.5,19.1,False
49,Feijão branco (cozido),142.0,25.8,0.64,8.98,7.88,False
49,Feijão branco (cru),336.0,62.3,1.19,21.1,18.9,False
49,Feijão branco com dobradinha,77.78,10.78,1.57,5.46,2.69,False
49,Feijão branco enlatado -Bonduelle®,89.0,15.2,0.6,5.8,4.7,False
49,Feijão cozido (50% grão/caldo),61.0,8.3,1.6,3.34,4.2,False
49,Feijão cozido (só caldo),11.1,1.51,0.29,0.61,0.76,False
49,Feijão cozido (só grãos),111.0,15.1,2.91,6.08,7.65,False
49,Feijão cru tipo 1 -Camil®,337.0,60.8,1.6,22.0,4.3,False
49,Feijão tropeiro,330.65,49.24,9.09,14.43,12.68,False
49,Feijão verde,51.1,1.57,5.03,0.39,0.7,False
49,Feijoada,172.31,6.67,12.55,8.32,2.07,False
50,Feijoada -Swift J>remium®,96.0,,3.1,10.9,,False
50,Feno grego,323.0,58.3,6.41,23.0,20.3,False
50,Fermento biológico,53.0,1.1,0.4,11.4,0.0,False
50,Fermento biológico -Fleischmann®,126.9,,,19.2,,False
50,Fermento biológico seco,346.0,30.2,1.7,52.4,,False
50,Fermento químico cm pó,163.0,37.8,,5.2,0.0,False
50,Fígado bovino (cozido),211.4,8.16,7.71,25.79,0.04,False
50,Fígado bovino (cru),216.78,7.85,8.0,26.67,0.0,False
50,Fígado bovino frito,226.89,7.97,9.73,25.43,0.03,False
50,Fígado de frango (cru),135.0,0.6,6.3,19.1,0.0,False
50,Figo,74.0,19.2,0.3,0.75,3.3,False
50,Figo seco,255.0,65.4,1.18,3.06,9.3,False
50,Filé de frango (cozido),163.67,0.25,3.53,30.59,0.02,False
50,Filé de frango à milanesa,233.06,,0.87,23.97,0.09,False
50,Filé de frango grelhado,183.63,0.31,6.22,29.66,0.02,False
51,Filé mignon (cru),211.18,0.0,10.01,28.32,0.0,False
51,Flan baunilha -Royal®*,92.8,14.85,2.71,3.214,,False
51,Flan baunilha com calda de caramelo,179.0,39.1,1.6,2.0,,False
51,Flan baunilha com calda de chocolate,124.5,22.9,2.36,3.0,,False
51,Flan baunilha com calda de morango,137.0,27.2,2.2,2.2,,False
51,Flan com calda de caramelo Royal®* I,4.6,18.69,2.54,3.0,,False
51,Flan com calda de morango -Royal®* I,4.6,18.69,2.54,3.0,,False
51,Flan de baunilha -Royal®* I,6.2,18.34,2.69,3.24,,False
51,Flan diet baunilha-Royal (com leite,42.4,7.6,0.08,3.36,,False
51,Flan diet baunilha-Royal (com leite,68.0,7.52,2.88,3.52,,False
51,Flan diet chocolate-Royal (com leite,40.8,6.56,0.24,3.6,,False
51,Flan diet chocolate-Royal (com leite,66.4,6.48,3.04,3.76,,False
51,Fraldinha (crua),207.21,0.0,10.11,27.13,0.0,False
51,Framboesa fresca,49.0,11.6,0.55,0.91,3.97,False
52,Frango à passarinho,250.0,0.69,12.1,31.0,0.13,False
52,Frango com quiabo,169.03,13.16,3.54,15.03,2.63,False
52,Frango inteiro assado,227.21,0.5,12.8,25.8,0.08,False
52,Frango molho paris -Swift Premi um® I,4.5,,4.1,13.3,,False
52,Frozen iogurte -Sorvete de iogurte,159.0,24.2,5.6,4.0,0.0,False
52,Fruta do conde,96.0,24.6,0.2,1.6,1.6,False
52,Fubá,362.0,76.9,3.6,8.13,7.3,False
52,Funghi,354.0,49.09,3.84,,,False
52,30~80,16.1,,,22.85,0.31,False
52,Gatorade® qualquer sabor,22.8,6.0,,,,False
52,Gelatina abacaxi -Sadia®*,61.6,13.0,0.4,2.0,,False
52,Gelatina diet qualquer sabor -Royal®*,8.8,0.56,,1.52,,False
52,Gelatina em pó sem sabor branca ou,333.3,,,,,False
52,Gelatina morango -Sadia®*,61.7,13.0,,2.0,,False
53,Gelatina qualquer sabor-Royal®*,52.4,12.48,,1.24,,False
53,Geléia,272.0,70.0,0.1,0.6,,False
53,Geléia de maracujá light -Doce,44.0,10.5,,0.5,1.5,False
53,Geléia de mocotó,147.0,35.0,,3.0,,False
53,Gelinho de laranja -Tang®,42.0,10.5,,,,False
53,Gelinho de limão -Tang®,42.0,10.5,,,,False
53,Gelinho de maracujá -Tang®,42.0,10.5,,,,False
53,Gelinho de uva -Tang®,42.0,10.5,,,,False
53,Gema de ovo de galinha,358.0,,0.79,16.8,0.0,False
53,Gemada com leite,113.12,8.84,6.53,4.8,0.0,False
53,Gemada sem leite,368.5,,37.97,10.59,0.0,False
53,Gengibre,70.83,15.0,0.83,1.67,2.08,False
53,Gengibre em pó,347.0,70.8,5.95,9.12,12.5,False
53,Gergelim semente seca,573.0,23.5,49.7,17.7,9.1,False
53,Glucose de milho,286.0,73.8,0.0,0.0,,False
54,Goiaba,51.0,11.9,0.6,0.82,5.4,False
54,Goiabada I,249.0,64.0,,0.5,0.9,False
54,Gordura vegetal hidrogenada,884.0,,100.0,,,False
54,Grão de bico (cozido),164.0,27.4,2.6,8.87,4.9,False
54,Grão de bico (cru),364.0,60.7,6.05,19.3,12.0,False
54,Grão de bico com linguiça,352.42,36.58,15.97,16.98,7.14,False
54,Grão de bico enlatado- Bonduellc®,126.0,,8.2,6.2,5.6,False
54,Grapefruit branco,33.0,8.42,0.1,0.69,,False
54,Grapefruit rosa,30.0,7.69,0.1,0.55,,False
54,Graviola,66.0,16.8,0.3,1.01,3.3,False
54,Groselha vermelha fresca,56.0,13.8,0.2,1.41,4.3,False
54,Guabiroba,64.0,13.9,1.0,1.6,0.8,False
54,"Guaraná ""diet"" Antarctica®",0.43,,,,,False
54,Guaraná Antarctica®,31.0,8.0,,,,False
54,Haddock (cru),87.0,0.0,0.72,18.9,0.0,False
55,Hambúrguer -Me Donald's®,254.9,30.0,9.31,12.06,,False
55,Hambúrguer de frango-Seara®,234.0,3.0,18.0,15.0,,False
55,Hambúrguer de frango light-Seara®,144.0,,3.9,17.0,,False
55,Hambúrguer de peru -Califórnia,148.0,,8.4,17.7,,False
55,Hambúrguer grelhado,174.87,5.71,8.47,17.67,0.37,False
55,Hortelã,43.0,5.3,0.7,3.8,,False
55,lngá,60.0,15.5,0.1,1.0,1.2,False
55,lnhame (cozido),116.0,27.6,0.14,1.5,3.9,False
55,lnhame (cru),118.0,27.9,0.17,1.54,4.1,False
55,Iogurte diet polpa de morango,48.0,6.6,0.5,4.4,,False
55,Iogurte batido açúcar e mel -Nestlé®,80.0,13.9,1.5,2.6,,False
55,Iogurte batido açúcar e mel,82.2,14.99,1.24,2.78,,False
55,"Iogurte batido laranja, cenoura e mel",85.0,15.4,1.4,2.7,0.04,False
55,Iogurte com açúcar Mix Corn Flakes,133.3,23.63,1.82,4.85,,False
55,Iogurte com geléia de ameixa -Corpus,59.0,7.3,1.4,4.3,,False
56,Iogurte com mel -Batavo® I,5.3,16.66,2.82,3.3,,False
56,Iogurte com mel -Danone®,111.0,16.1,3.65,3.45,,False
56,Iogurte com mel -Paulista®,79.0,13.07,1.7,2.4,,False
56,Iogurte com mel e granola-Pauli Croc,167.0,31.43,2.47,4.4,,False
56,"Iogurte com mel, suco de laranja e",109.5,17.1,3.1,3.3,,False
56,Iogurte com pedaços de fruta,107.2,21.5,,2.76,,False
56,Iogurte com pedaços de fruta,97.7,18.9,1.12,2.95,,False
56,Iogurte com pedaços de fruta pêssego,90.5,17.24,,2.85,,False
56,Iogurte desnatado com polpa de fruta,48.0,7.2,0.5,3.6,,False
56,logurtedesnatadodefrutas-PADRÃO,102.0,19.1,1.09,4.38,0.1,False
56,Iogurte desnatado natural-PADRÃO,63.3,7.05,1.43,5.26,0.0,False
56,Iogurte diet polpa de maracujá,48.0,6.5,0.5,4.4,,False
56,Iogurte frutas tropicais leite de coco e,96.0,17.3,1.8,2.7,,False
56,"Iogurte frutas tropicais manga, mamão",82.1,15.0,1.2,2.7,,False
57,Iogurte frutas tropicais papaya e,95.0,17.3,1.6,2.7,,False
57,Iogurte integral natural-PADRÃO,61.4,4.67,3.26,3.48,0.0,False
57,Iogurte maracujá -Bliss Nestlé®,90.0,16.4,1.6,2.5,,False
57,"Iogurte morango com cálcio, ferro e",43.0,5.0,,4.2,0.1,False
57,"Iogurte morango, mamão e melão",80.7,14.6,1.2,2.8,,False
57,Iogurte natural -Batavo®,59.2,4.0,3.13,3.76,,False
57,Iogurte natural -Danone®,69.0,6.3,2.8,4.7,,False
57,Iogurte natural -Nestlé®,77.0,5.8,4.2,4.0,,False
57,Iogurte natural -Parmalat®,61.7,5.1,2.8,4.03,,False
57,Iogurte natural -Paulista®,25.0,,0.64,3.2,,False
57,Iogurte natural com mel -Nestlé®,113.0,18.1,2.9,3.6,,False
57,"Iogurte natural com mel, suco de ' I I",0.0,17.1,3.0,3.3,,False
57,Iogurte natural com suco de morango e,113.0,16.3,3.75,3.45,,False
57,Iogurte natural desnatado -Batavo®,41.8,4.21,0.98,4.0,,False
57,Iogurte natural desnatado -Danone®,57.0,7.4,0.9,5.15,,False
58,Iogurte natural desnatado -Nestlé®,42.7,6.0,0.27,4.12,,False
58,Iogurte natural desnatado-Paulista®,21.0,1.7,,3.2,,False
58,Iogurte natural diet-Nestlé®,50.0,6.0,,4.4,,False
58,"Iogurte natural laranja, mel e I",13.0,16.3,3.75,3.45,,False
58,Iogurte polpa de fruta banana-Xuxa,123.0,20.6,3.1,,,False
58,Iogurte polpa de fruta cereal maçã e I,13.7,18.4,3.0,3.33,,False
58,Iogurte polpa de fruta cereal salada de I,13.3,18.0,16.0,3.33,,False
58,"Iogurte polpa de fruta coco-Batavo® I 05, I O",15.62,3.29,,3.24,,False
58,Iogurte polpa de fruta coco-Danone® I,9.5,17.26,2.39,4.0,,False
58,Iogurte polpa de fruta coco -Nestlé® I,16.0,,8.2,3.3,,False
58,Iogurte polpa de fruta com leite de,95.0,17.2,1.7,2.7,,False
58,Iogurte polpa de fruta diet morango,51.0,9.8,0.0,3.1,0.2,False
58,Iogurte polpa de fruta diet morango,27.8,3.86,,2.9,,False
58,Iogurte polpa de fruta framboesa,114.0,21.85,,3.06,,False
59,Iogurte polpa de fruta frutas,86.0,15.4,1.5,2.7,,False
59,Iogurte polpa de fruta kiwi -Glub,127.0,21.47,2.85,2.98,,False
59,Iogurte polpa de fruta laranja e,86.0,15.4,1.5,2.7,,False
59,Iogurte polpa de fruta light -Batavo®,31.1,4.13,0.42,2.7,,False
59,"Iogurte polpa de fruta light morango 5 I ,00",6.5,0.9,,4.2,,False
59,Iogurte polpa de fruta maçã- Paulista®,75.0,14.0,0.55,2.95,,False
59,"Iogurte polpa de fruta maçã, mamão e",86.0,15.4,1.5,2.7,,False
59,Iogurte polpa de fruta morango,103.0,16.81,2.6,3.1,,False
59,Iogurte polpa de fruta morango -Bliss,87.0,16.0,1.5,2.4,,False
59,Iogurte polpa de fruta morango,97.9,19.14,0.46,3.73,,False
59,Iogurte polpa de fruta morango,86.0,15.4,1.5,2.7,,False
59,Iogurte polpa de fruta morango -Fruty,90.0,15.31,1.7,2.7,,False
59,Iogurte polpa de fruta morango-Glub,112.0,21.64,1.29,2.86,,False
59,Iogurte polpa de fruta morango -Kissy,88.7,15.24,1.97,2.5,,False
59,Iogurte polpa de fruta morango,111.0,18.0,2.9,3.2,,False
60,Iogurte polpa de fruta morango •,78.0,14.46,0.55,3.2,,False
60,Iogurte polpa de fruta morango •,97.9,19.84,,3.24,,False
60,Iogurte polpa de fruta morango ·,97.9,19.84,,3.24,,False
60,"Iogurte polpa de fruta morango· Xuxa I I I ,00",18.0,2.9,,3.2,,False
60,Iogurte polpa de fruta morango com,84.0,16.5,1.1,1.9,,False
60,Iogurte polpa de fruta morango com,123.2,22.6,2.08,3.48,,False
60,Iogurte polpa de fruta morango light •,30.6,4.17,0.1,3.25,0.12,False
60,Iogurte polpa de fruta pêssego ·,77.0,14.4,0.55,3.13,,False
60,Iogurte polpa de frutas tropicais · Pauli,95.0,16.7,1.8,2.54,,False
60,Iogurte polpa de frutas vermelhas,94.0,17.2,1.6,,,False
60,Nestlé®,2.7,,,,,False
60,Iogurte salada de fruta· Glub Gang,116.0,22.84,1.24,2.74,,False
60,Iogurte salada de fruta· Xuxa Nestlé®,123.0,20.6,3.1,3.1,,False
60,Iogurte tangerina • Teen Parmalat®,86.6,16.17,1.46,3.02,,False
60,Ioiô Nut® cream com avelã,530.0,60.0,3.0,5.0,,False
60,Ioiô Nut® cream com leite e avelã,525.0,60.0,31.0,4.7,,False
61,Jabuticaba,51.3,10.8,0.1,1.0,0.3,False
61,Jaca,94.0,24.0,0.3,1.48,1.6,False
61,Jiló,38.0,7.0,1.1,1.4,1.2,False
61,Kani kama (cru),80.0,,0.3,10.5,,False
61,Kinder® OVO,568.0,54.6,35.8,,,False
61,Lagarto (carne bovina crua),175.18,0.0,5.72,29.03,0.0,False
61,Lagosta (crua),90.0,0.5,0.9,18.8,0.0,False
61,Laranja,47.0,11.8,0.12,0.94,1.9,False
61,Laranja albuminada,68.71,15.64,0.16,1.69,0.18,False
61,Laranjada,35.66,8.38,0.14,0.47,0.14,False
61,Lasanha,185.0,12.3,9.0,12.91,0.74,False
61,Lasanha bolonhesa -Findus Nestlé®,136.0,,,6.9,,False
61,Lasanha verde-Findus Nestlé®,136.0,13.0,6.9,5.4,,False
61,Leite com chocolate e açúcar,91.48,13.55,3.11,3.1,0.23,False
62,Leite condensado-Glória®,328.0,55.5,8.5,,,False
62,I,7.4,,,7.6,,False
62,Leite condensado desnatado-Glória®,1289.0,62.0,0.8,8.5,,True
62,Leite condensado desnatado -Moça,1275.0,58.6,0.4,9.3,,True
62,Leite condensado enriquecido com,1324.0,54.9,8.2,7.6,,True
62,Leite de soja-PADRÃO,33.0,,0.82,2.76,1.31,False
62,Leite desnatado com ferro (sulfato,46.0,4.6,0.64,,,False
62,I,2.92,,,,,False
62,Leite desnatado em pó-J>ADRÃO,358.0,52.2,0.72,35.1,0.0,False
62,Leite desnatado longa vida 1% de,41.9,4.79,1.07,3.3,0.0,False
62,Leite em pó -Nestogeno Soy Nestlé®,464.0,57.5,18.6,16.6,0.9,False
