page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect
89,PiJ>oca salgada com manteiga,449.83,61.12,20.28,9.59,,False
89,Pipoca sem sal,513.86,57.53,29.32,8.86,11.15,False
89,Pistachc,577.0,24.8,48.4,20.6,10.8,False
89,Pistache torrado sem sal,606.0,27.5,52.8,14.9,10.8,False
89,Pitanga,33.0,7.5,0.4,0.8,0.8,False
89,Pizza de calabresa,189.4,25.64,7.1,5.97,2.11,False
89,Pizza de catupiry,191.25,26.74,6.91,5.97,2.12,False
89,Pizza de mussarcla,191.7,17.43,9.85,8.72,1.46,False
89,"Pizza de mussarela de búfala, rúcuht e",183.05,16.7,,8.46,1.82,False
89,Pizza massa fresca sem i pronta,277.0,55.6,2.7,7.6,,False
89,Pizza mussarela -Findus Nestlé®,296.0,23.4,17.2,12.0,,False
89,Polenta,62.88,11.32,1.67,1.02,,False
90,Picanha (crua),258.97,0.0,,28.9,0.0,False
90,Picanha sem capa de gordura (crua),195.98,0.0,6.81,31.6,0.0,False
90,Picles,14.0,3.1,0.2,0.7,0.4,False
90,Pimenta caiena 3,18.0,56.6,17.3,12.0,25.0,False
90,Pimenta do reino cm pó,255.0,64.8,3.26,10.9,26.5,False
90,Pimenta molho,14.1,1.6,0.58,0.59,0.57,False
90,Pimentão amarelo (cru),27.0,6.33,0.21,1.01,2.3,False
90,Pimentão verde (cozido),28.0,6.71,0.2,0.92,,False
90,Pimentão verde (cru),27.0,6.44,0.19,0.89,1.73,False
90,Pimentão vermelho (cozido),28.0,6.71,0.2,0.92,1.2,False
90,Pimentão vermelho (cru),27.0,6.44,0.19,0.89,1.75,False
90,Pinga,231.0,,,,,False
90,Pingo O' ouro-Elma Chips®,497.0,61.0,24.3,8.5,,False
90,Pinhão (cozido),170.5,5.8,18.3,3.48,3.21,False
90,Pinhão (cru),568.0,19.3,61.0,11.6,10.7,False
91,Pipoca,497.22,55.67,28.37,8.57,10.79,False
91,Pipoca doce industrializada,383.0,85.4,3.5,6.1,,False
91,Pipoca Poll'cts -Elma Chips®,545.5,,,5.64,,False
91,Pipoca salgada com manteiga,449.83,61.12,20.28,9.59,,False
91,Pipoca sem sal,513.86,57.53,29.32,8.86,11.15,False
91,Pistache,577.0,24.8,48.4,20.6,10.8,False
91,Pistache torrado sem sal,606.0,27.5,52.8,14.9,10.8,False
91,Pitanga,33.0,7.5,0.4,0.8,0.8,False
91,l'izza de calahresa,189.4,25.64,7.1,5.97,2.11,False
91,l>izza de catupiry,191.25,26.74,6.91,5.97,2.12,False
91,Pizza de mussarela,191.7,17.43,9.85,8.72,1.46,False
91,"Pizza de mussarela de búfala, rúcula c",183.05,16.71,9.48,8.46,1.82,False
91,Pizza massa fresca sem i pronta,277.0,55.6,2.7,7.6,,False
91,Pizza mussarela -Findus Nestlé®,296.0,23.4,17.2,12.0,,False
91,Polenta,62.88,,,1.02,,False
92,Polenta com molho de carne,58.73,8.0,,2.33,1.51,False
92,Polenta frita,89.39,10.96,4.84,0.99,1.91,False
92,Polcntina com sal -Quakcr®,342.0,73.0,2.0,8.0,1.0,False
92,Polentina temperado -Quaker®,339.0,69.0,2.0,7.0,1.0,False
92,Polpa de fruta acerola -Maisa®,30.6,6.95,,0.7,0.6,False
92,Polpa de fruta natural açaí -Maisa®,182.4,,22.55,2.1,31.4,False
92,Polvilho,357.0,88.2,0.1,0.3,3.4,False
92,Polvo (cru),82.0,2.21,1.05,14.9,0.0,False
92,Ponta de agulha (crua),226.23,0.0,12.51,26.43,0.0,False
92,Presunto de frango defumado -Seara® I,15.3,,2.7,18.4,,False
92,Presunto de peru -Califórnia Sadia®,103.3,,2.49,19.7,,False
92,Presunto de peru defumado,117.6,,3.18,21.31,,False
92,Presunto de porco,182.0,3.12,10.6,17.6,0.0,False
92,Proteína texturizada de soja,342.8,30.51,1.24,52.4,,False
92,Pudim de baunilha -Royal®* I,2.7,18.0,2.55,3.1,,False
93,Pudim de caramelo -Royal®* I I,3.3,2.0,,2.93,,False
93,Pudim de chocolate -Royal®* I I,2.0,,9.93,3.33,,False
93,Pudim de chocolate diet- Royal® (com,76.1,8.92,3.0,3.85,,False
93,Pudim de claras I,95.49,43.77,0.0,5.95,0.03,False
93,Pudim de coco -Royal®*,104.1,17.58,,3.1,,False
93,Pudim de leite condensado,216.1,,33.98,6.57,0.0,False
93,l'udim de leite Moça -Nestlé®,137.7,21.6,3.87,4.05,,False
93,Pudim de morango -Royal®* I I,0.0,20.0,2.53,3.0,,False
93,l'udim diet baunilha-Royal® (com,47.6,8.92,0.08,3.3,,False
93,Pudim diet baunilha -Royal® (com,72.3,8.77,2.85,3.46,,False
93,Pudim diet caramelo-Royal® (com,46.9,8.77,,3.3,,False
93,Pudim diet caramelo-Royal® (com,71.5,8.61,2.85,3.46,,False
93,Pudim diet chocolate-Royal® (com,50.7,9.0,0.3,3.61,,False
93,Pudim diet coco-Royal® (com leite,49.2,8.46,0.46,3.31,,False
93,Pudim diet coco-Royal® (com leite,74.6,8.38,3.23,3.54,,False
94,Pupunha,164.0,21.7,9.8,2.5,8.9,False
94,Pu rê de batatas I 08.4S,15.95,4.32,1.19,1.94,0.98,False
94,Pu rê de tomate- J>urecica®,34.0,7.5,1.0,1.0,,False
94,Purity 69A -Lorenal®,400.0,87.0,,,0.25,False
94,Quarteirão com queijo- Me Donald's®,268.0,18.09,15.05,14.69,,False
94,Quatro cercais -Kcllogg's®,350.0,85.0,,10.0,,False
94,Qucijadinha,344.21,48.4,7.0,10.66,1.17,False
94,"Queijo ""petit suissc"" maçã e banana-",160.0,17.2,7.2,6.7,,False
94,"Queijo ""petit suisse"" Batavinho",162.2,18.14,6.33,8.16,,False
94,"Queijo ""petit suisse"" cereal polpa maçã",80.6,8.67,3.67,3.44,,False
94,"Queijo ""petit suisse"" Chambinho com",157.7,19.0,,6.88,,False
94,"Queijo ""petit suissc"" Chambinho",159.0,20.3,5.8,6.5,,False
94,"Queijo ""petit suisse"" Chambinho",157.0,19.5,5.8,6.8,,False
94,"Queijo ""petit suissc"" mel c aveia",164.0,19.2,6.8,6.4,,False
94,"Queijo ""petit suissc"" morango",157.7,19.11,6.0,6.88,,False
95,"Queijo ""petit suisse"" morango I",52.0,2.0,,6.6,,False
95,"Queijo ""petit suisse"" morango-Maxi I",57.0,,9.5,6.8,,False
95,"Queijo ""petit suissc"" morango-Ninho I",57.0,,9.4,6.9,,False
95,"Queijo ""petit suissc"" morango-Petit I",59.0,20.76,5.1,6.52,,False
95,"Queijo ""petit suissc"" polpa de fruta",78.9,9.78,2.89,4.56,,False
95,"Queijo ""petit suisse"" salada de fruta I",46.4,,5.4,7.62,,False
95,Queijo Polenguinho -Polenghi®,359.0,2.04,32.0,13.0,,False
95,"Queijo tipo ""brie""",334.0,0.45,27.7,20.8,0.0,False
95,"Queijo tipo ""camembert""",300.0,0.46,24.3,19.8,0.0,False
95,"Queijo tipo ""chcddar""",403.0,1.29,33.1,24.9,0.0,False
95,"Queijo tipo ""cottage"" -Lacreme®",94.0,,4.0,14.5,,False
95,"Queijo tipo ""cottage"" (1 o/o de gordura)",72.4,2.73,1.03,12.4,0.0,False
95,"Queijo tipo ""gouda""",356.0,2.23,27.4,24.9,0.0,False
95,"Queijo tipo ""gruyere""",413.0,0.36,32.3,29.8,0.0,False
96,"Queijo tipo ""port salut""",352.0,0.57,28.2,23.8,0.0,False
96,"Queijo tipo ""roquefort""",369.0,2.01,30.6,21.5,0.0,False
96,"Queijo tipo ""tilsit com kümmel""",340.0,,0.89,24.4,0.0,False
96,Queijo tipo ementai -Polenghi,309.0,,22.5,20.5,,False
96,Queijo tipo fundido,323.0,7.0,,19.8,0.0,False
96,Queijo tipo minas,243.0,,19.0,18.0,,False
96,"Queijo tipo minas fresca! -Danúbio® 23 I ,00",2.9,18.1,,14.2,,False
96,"Queijo tipo mussarela 28 I ,00",2.23,2.0,,19.4,0.0,False
96,Queijo tipo parmesão,392.0,3.23,25.8,35.8,0.0,False
96,Queijo tipo parmesão ralado,456.0,3.75,30.0,41.6,0.0,False
96,Queijo tipo prato,357.0,,0.44,25.0,0.0,False
96,Queijo tipo prato -Polenghi®,309.0,,22.5,20.5,,False
96,"Queijo tipo provolone 35 I ,00 2, I 5",26.6,0.77,7.39,25.6,0.0,False
96,Queijo tipo provolone -Polenghi®,309.0,,22.5,20.5,,False
97,Queijo tipo suíço,376.0,3.39,27.5,28.4,0.0,False
97,Quentão,294.53,33.66,0.92,1.39,2.74,False
97,Quiabo (cozido),32.0,7.22,0.17,1.88,2.5,False
97,Quindim,273.34,45.58,8.67,4.73,0.78,False
97,Quindim -Royal®*,301.9,44.42,13.08,4.61,,False
97,Rã (cozida),105.8,0.0,0.44,23.77,0.0,False
97,Rã (crua),73.62,0.0,0.3,16.54,,False
97,Rabanete (cru),17.0,3.6,0.54,0.6,1.0,False
97,Ravioli de carne -Frescarini®,282.0,51.1,12.3,3.1,,False
97,Ravioli de ricota e espinafre,288.0,52.0,4.0,11.0,,False
97,Recheio de ameixa -Moça Fiesta,312.0,59.5,6.1,4.8,,False
97,Recheio de chocolate -Moça Fiesta,324.0,56.4,8.0,6.7,,False
97,Recheio doce de leite com coco-Moça,330.0,55.4,9.4,5.9,,False
97,Repolho (cozido),22.0,4.47,0.43,1.03,2.8,False
97,Repolho branco (cru),25.0,5.44,0.27,1.45,2.03,False
98,Repolho roxo (cru),27.0,6.13,0.26,1.4,2.95,False
98,"Requeijão-Danúhio® ""Light""",188.0,2.5,14.0,13.0,,False
98,Requeijão -Ncstlé®,265.0,3.0,70.0,10.6,,False
98,Requeijão -Poços de Caldas Danone®,288.0,,0.3,12.4,,False
98,Rc(1ueijão com ervas finas- Danúbio®,184.0,2.5,13.5,13.0,,False
98,Ricota,174.0,3.05,13.0,,,False
98,"li ,30",0.0,0.0,0.0,15.7,0.0,False
98,Risoto de frango,178.41,26.17,3.16,10.5,1.33,False
98,Risoto milanês -Maggi®,117.0,25.67,0.53,2.4,,False
98,Risoto valligiana -Maggi® I,14.3,24.5,0.43,3.13,,False
98,Rissólis de carne,415.56,39.0,24.34,9.67,1.77,False
98,Rissólis de catupiri,391.63,32.74,23.79,,,False
98,"li ,51",1.23,0.46,0.77,5.65,1.78,False
98,Rocambole recheio cremoso de,368.0,60.65,10.11,8.61,,False
98,Rocambole recheio de creme e,368.0,60.65,10.49,6.6,,False
99,Rocambole recheio de doce de leite,290.22,56.3,4.99,6.09,0.42,False
99,Rocambole recheio de goiaba,368.0,60.65,10.11,8.61,,False
99,Romã,68.0,17.2,0.3,0.95,3.55,False
99,Rúcula,17.22,2.03,0.3,1.6,1.47,False
99,Rullles-Elma Chips®,530.0,50.6,33.5,6.5,,False
99,Ruftles Ham -Elma Chips®,505.0,46.0,,6.1,,False
99,Ruffles queijo -Elma Chips®,529.0,,,6.25,,False
99,Ruftles rich cream -Elma Chips®,506.0,46.1,33.0,6.1,,False
99,Sagu (cru),352.0,86.4,0.2,0.6,0.1,False
99,Sagu com vinho tinto,146.67,31.03,0.04,0.16,0.12,False
99,Sal refinado,0.0,0.0,0.0,0.0,0.0,False
99,Salada de fava,146.32,,,3.73,2.78,False
99,"Salada de frutas completa (laranja,",52.51,12.99,0.29,,,False
99,"maçã, pêra, kiwi)",0.7,1.26,0.43,,,False
99,Salada de frutas completa com suco de,55.14,13.9,0.32,0.69,1.65,False
99,"Salada de frutas simples (banana,",52.76,13.37,0.21,0.75,1.9,False
100,"Salada de maionese (batata, cenoura,",96.82,14.87,3.83,1.59,,False
100,Salada de repolho com abacaxi e uva,123.66,,0.06,1.23,1.37,False
100,Salame,250.0,2.26,,13.9,0.0,False
100,Salgadinho cebola -Fritex®,416.7,,,6.83,,False
100,Salgadinho pizza -Fritex®,441.7,,,7.33,,False
100,Salgadinho queijo -Fritex®,433.3,,,5.83,,False
100,Salgadinho Snackitos -Fritex®,442.0,,,6.0,,False
100,Salmão (cozido),117.0,0.0,4.33,18.3,0.0,False
100,Salmão (cru),116.0,0.0,3.46,19.9,0.0,False
100,Salmão defumado,117.0,0.0,4.33,18.3,0.0,False
100,Salsão,16.0,3.66,0.14,0.75,1.5,False
100,Salsicha,320.0,2.56,27.24,11.3,0.0,False
100,Salsicha de frango,257.0,6.8,19.5,12.9,0.0,False
100,Salsicha de peru,226.0,1.5,17.7,14.3,0.0,False
101,Salsinha,36.0,6.34,0.79,2.98,4.1,False
101,Salsinha seca,276.0,5.0,,22.4,33.0,False
101,Sálvia fresca,119.0,15.6,4.6,3.9,,False
101,Sálvia seca,315.0,60.7,12.7,10.6,18.0,False
101,Sanduíche americano,193.94,12.74,11.29,10.88,0.73,False
101,Sanduíche de calahresa,252.92,14.88,15.54,12.67,1.06,False
101,Sanduíche de pernil,200.56,13.98,9.05,14.94,1.06,False
101,Sanduíche natural de atum,246.55,16.7,16.18,9.55,1.25,False
101,Sanduíche natural de frango,239.96,17.13,15.21,9.69,1.28,False
101,Sarapatel,201.57,3.71,16.3,10.37,3.72,False
101,Sardinha enlatada com molho de,178.0,0.6,12.0,16.4,0.6,False
101,Sardinha escabeche,334.59,5.72,30.33,10.46,0.53,False
101,Sardinha filé em molho comestível,124.0,,5.0,26.0,,False
101,Sashimi de atum,144.0,0.0,4.91,23.3,0.0,False
101,Sashimi de salmão,116.0,0.0,3.46,19.9,0.0,False
102,Seleta de legumes cm conserva,76.0,15.0,1.0,4.0,,False
102,Semente de abóbora com sal,446.0,53.8,19.4,18.6,35.9,False
102,Semente de abóbora sem sal,446.0,53.8,19.4,18.6,35.9,False
102,Semente de girassol,570.0,18.8,49.6,22.8,6.05,False
102,Sobrecoxa de frango (assada),237.78,0.38,14.82,24.05,0.06,False
102,Sobrccoxa de frango cozida com molho,201.25,1.38,13.49,17.66,0.28,False
102,Sobrecoxa de frango cozida sem pele,173.56,1.38,9.82,18.93,0.28,False
102,Sobrecoxa de frango sem pele assada,201.44,0.38,,24.82,0.06,False
102,Sobremesa láctea Galak -Nestlé®,180.0,22.0,8.7,3.4,,False
102,Sobremesa láctea Prestígio -Nestlé®,163.0,,4.2,3.2,,False
102,Sobremesa láctea pudim morango,140.2,24.05,3.93,2.1,,False
102,Soja (cozida),173.0,9.93,8.98,16.6,6.27,False
102,Soja (crua),416.0,30.2,19.9,36.5,16.5,False
102,Soja à grega,85.83,6.71,4.82,5.1,2.38,False
102,"Sopa brodo, carne macarrãozinbo",22.5,4.42,0.14,0.76,,False
103,"Sopa brodo, galinha e macarrãozinho •",24.0,4.41,0.24,0.9,,False
103,Sopa creme de aspargos · Knorr®,25.0,4.2,0.56,0.72,,False
103,Sopa creme de cebola • Knorr®,25.0,4.36,0.44,0.72,,False
103,Sopa creme de cebola -Maggi®,24.1,3.86,0.62,0.75,,False
103,Sopa creme de ervilha,46.86,2.19,1.74,5.41,0.72,False
103,Sopa creme de ervilha · Maggi®,23.9,3.36,0.7,1.04,,False
103,Sopa creme de ervilha e bacon •,31.0,4.32,0.72,1.56,,False
103,Sopa creme de ervilha e bacon,24.2,3.92,0.48,1.05,,False
103,Sopa creme de espinafre • Knorr®,37.3,4.72,1.28,1.46,,False
103,Sopa creme de espinafre com biscoito·,53.6,7.73,1.67,1.91,,False
103,Sopa creme de galinha -Maggi®,22.8,3.49,0.64,0.78,,False
103,Sopa creme de legumes -Maggi®,23.3,4.01,0.41,0.9,,False
103,Sopa creme de mandioquinha com,53.6,8.13,,1.61,,False
103,Sopa creme de queijo -Knorr®,62.0,7.48,2.27,2.49,,False
103,Sopa creme de tomate,37.72,4.7,1.57,1.55,0.48,False
104,Sopa de carne conchinha -Maggi®,22.4,3.86,0.42,0.8,,False
104,Sopa de carne espaguetinho -Knorr®,26.0,4.8,0.24,0.96,,False
104,Sopa de carne cspaguetinho -Maggi®,20.7,3.56,0.4,0.72,,False
104,"Sopa de carne, macarrão e legumes",34.6,6.92,0.23,0.99,,False
104,"Sopa de carne, macarrão e legumes",36.7,6.39,0.67,,,False
104,"Sopa de cebola -Maggi® I 24,1o",3.86,0.62,,0.75,,False
104,Sopa de ervilha macarrão e carne,32.0,5.0,0.53,,,False
104,Sopa de feijão com macarrão,37.31,4.87,1.39,0.19,1.51,False
104,Sopa de feijão macarrão bacon-Sopão /,37.0,6.56,0.54,1.47,,False
104,Sopa de feijão macarrão e couve,36.0,6.0,0.57,0.17,,False
104,Sopa de galinha com arroz -Maggi®,23.9,4.53,0.34,0.68,,False
104,Sopa de galinha com arroz e legumes,34.0,6.0,0.55,1.25,,False
104,Sopa de galinha com arroz e legumes,36.0,6.07,7.8,1.18,,False
105,Sopa de galinha conchinha -Maggi®,21.7,3.83,0.37,0.76,,False
105,Sopa de galinha espaguetinho-Knorr®,27.0,4.96,0.24,0.1,,False
105,Sopa de galinha Fideline -Maggi®,20.5,3.5,0.38,0.76,,False
105,Sopa de galinha macarrão e legumes,36.9,7.29,0.45,0.68,,False
105,Sopa de galinha macarrão e legumes,36.9,6.16,0.79,1.29,,False
105,Sopa de legumes e macarrão,33.59,5.47,,0.8,0.84,False
105,"Sopa de legumes, carne e macarrão",66.57,4.1,4.03,3.56,0.57,False
105,"Sopa divertida Disney carne, macarrão",28.2,4.92,0.55,0.89,,False
105,"Sopa divertida Disney galinha,",28.4,5.13,0.51,0.81,,False
105,Sopa divertida Galinha Azul -Maggi®,23.8,4.24,0.33,0.98,,False
105,Sopa divertida Pintinho azul -Maggi®,24.7,4.23,0.44,0.98,,False
105,Sopinha com pedaços carne e legumes-,76.7,6.19,4.28,3.38,1.0,False
105,"Sopinha com pedaços carne, caldo de",75.2,5.28,4.19,3.71,,False
105,"Sopinha com pedaços carne, legumes e",72.4,6.71,4.28,3.19,0.9,False
105,Sopinha com pedaços galinha e r,73.3,5.28,4.28,3.38,1.0,False
106,"Sopinha desidratada carne, legumes e",378.9,57.37,9.21,16.57,6.31,False
106,"Sopinha desidratada com carne,",380.0,57.5,9.3,16.6,,False
106,Sopinha desidratada com pedaços,384.0,57.5,9.8,16.5,5.4,False
106,Sopinha desidratada com pedaços,424.0,51.4,,17.2,4.8,False
106,Sopinha desidratada cremosa carne,386.0,55.9,9.9,18.4,5.2,False
106,"Sopinha desidratada cremosa carne,",394.0,57.3,10.2,,,False
106,Sopinha desidratada cremosa galinha,419.0,55.9,14.4,16.4,3.3,False
106,Sopinha desidratada cremosa legumes,386.0,55.8,10.2,17.7,6.1,False
106,Sopinha infantil com carne,87.0,6.0,0.3,7.4,0.2,False
106,Sopinha infantil sem carne,37.0,8.5,3.7,1.6,0.5,False
106,Sorvete Alfajor -Kibon®,387.7,33.0,,5.3,,False
106,Sorvete Coupe Gourmande chocolate,204.0,30.6,7.1,4.6,,False
106,Sorvete Coupe Gourmande crocante- I,195.0,25.2,8.6,4.1,,False
106,Sorvete Coupe Gourmande pêssego,178.0,19.3,7.0,9.5,,False
106,Sorvete Coupe Gourmande pistache,221.0,24.1,11.5,5.2,,False
107,Sorvete Coupe Gourmande rum com I,89.0,24.2,7.4,6.5,,False
107,Sorvete de casquinha chocolate,307.3,35.0,16.3,5.14,,False
107,Sorvete de casquinha crocante,317.8,39.17,15.89,4.79,,False
107,Sorvete de massa abacaxi -Kibon®,202.0,34.2,6.8,2.7,,False
107,Sorvete de massa abacaxi -Nestlé®,200.0,33.0,7.0,2.0,0.0,False
107,Sorvete de massa brigadeiro-Kibon®,227.0,26.7,,3.5,,False
107,"Sorvete de massa brigadeiro-Nestlé® 20 I ,00",29.3,,,3.8,,False
107,Sorvete de massa chocolate -Kibon®,191.5,26.1,7.9,4.0,,False
107,Sorvete de massa chocolate -Nestlé® I,88.0,24.5,8.0,4.7,,False
107,Sorvete de massa chocolate branco,239.7,25.7,13.3,4.4,,False
107,Sorvete de massa chocolate com I,89.3,29.7,6.4,3.2,,False
107,Sorvete de massa coco -Kibon®,204.0,22.3,,3.8,,False
107,Sorvete de massa coco -Nestlé®,187.0,22.8,8.9,3.9,,False
107,"Sorvete de massa creme -Kibon® 20 I ,00",23.8,10.1,,3.7,,False
107,Sorvete de massa creme -Nestlé® I,92.0,24.0,,3.8,,False
108,Sorvete de massa creme com crocante-,223.9,28.6,10.3,4.1,,False
108,Sorvete de massa crocante-Ncstlé®,202.0,29.5,7.6,3.9,,False
108,Sorvete de massa flocos -Kibon®,200.0,24.0,10.1,4.0,0.0,False
108,Sorvete de massa flocos -Nestlé®,206.0,25.0,,3.9,,False
108,Sorvete de massa lima limão-Kihon®,155.0,31.0,0.0,1.0,,False
108,Sorvete de massa manga -Nestlé®,150.0,34.3,1.0,1.0,,False
108,Sorvete de massa morango -Kibon®,178.5,24.3,7.7,3.0,,False
108,Sorvete de massa morango -Nestlé®,182.0,24.3,8.1,3.0,,False
108,"Sorvete de massa napolitano -Kibon® 191 ,60",24.5,8.8,,3.6,,False
108,"Sorvete de massa napolitano -Nestlé® 181, 00",24.6,7.9,,3.8,,False
108,Sorvete de massa passas ao rum,203.0,27.2,9.2,3.1,,False
108,Sorvete de massa passas ao rum,189.0,26.1,7.7,3.9,,False
108,Sorvete de massa Sem Parar,172.1,21.7,6.6,6.34,,False
108,Sorvete de massa Sem Parar,209.5,23.6,8.87,8.87,,False
108,Sorvete de massa Sem Parar,140.8,26.9,2.95,1.73,,False
109,Sorvete de massa Sem Parar T,190.4,29.04,6.69,3.39,,False
109,Sorvete de palito brigadeiro-Kibon®,346.4,29.8,19.4,3.3,,False
109,Sorvete de palito Brigadeiro-Nestlé®,374.0,46.3,19.4,3.51,,False
109,Sorvete de palito Chicabon chocolate,165.3,28.9,4.1,3.2,0.0,False
109,Sorvete de palito Chocolate -Nestlé®,171.6,29.7,4.32,3.43,,False
109,Sorvete de palito Chocroc-Nestlé®,435.1,31.1,32.77,3.88,,False
109,Sorvete de palito Chokito -Nestlé®,303.4,28.6,19.31,3.79,,False
109,Sorvete de palito coco -Kibon®,149.2,24.7,4.2,2.2,,False
109,Sorvete de palito coco-Nestlé®,149.2,23.2,5.23,2.15,,False
109,Sorvete de palito Cool Creations,340.2,28.87,23.71,3.09,,False
109,Sorvete de palito creme de papaya com,164.8,29.5,4.4,2.2,,False
109,Sorvete de palito Dedito-Nestlé®,112.9,25.45,1.17,0.13,,False
109,Sorvete de palito doce de leite -Kibon®,340.0,30.6,21.0,3.1,,False
109,Sorvete de palito Frutare Kipolpa,116.4,28.9,,0.2,,False
109,Sorvete de palito Frutare kiwi-Kibon®,112.8,27.1,,,,False
110,Sorvete de palito Frutare limão,88.0,22.0,0.0,0.0,0.1,False
110,Sorvete de palito Frutilly chocolate,280.3,35.7,14.3,2.7,,False
110,Sorvete de palito Kid Banana-Nestlé®,175.0,27.67,5.67,3.0,,False
110,Sorvete de palito Mega -Nestlé®,360.2,33.9,22.5,5.25,,False
110,Sorvete de palito Mega amêndoas,346.4,31.0,55.0,5.0,,False
110,Sorvete de palito Milka branco,329.3,31.2,18.4,3.1,,False
110,Sorvete de palito Milka chocolate ao,347.6,31.7,19.5,3.5,,False
110,Sorvete de palito morango com leite,195.2,26.9,8.2,3.8,,False
110,Sorvete de palito strawberry & white,329.9,24.74,23.71,4.12,,False
110,Sorvete de palito Tablito -Kibon®,407.6,28.4,30.3,3.5,,False
110,Sorvete de palito Uni Duni Te- Yopa I,0.0,25.42,,,,False
110,Sorvete de palito vanilla & almonds,349.0,,,5.66,0.94,False
110,Sorvete de palito vanilla & milk,330.0,24.0,24.0,5.0,1.0,False
111,Sorvete Eskibom -Kibon®,352.0,26.0,23.5,3.8,,False
111,Sorvete Smash -Nestlé®,362.0,39.65,20.34,5.344,,False
111,Sorvete Squizz limão -Nestlé® I,12.0,27.3,0.2,0.3,,False
111,Sorvete Squizz maracujá -Nestlé®,107.0,26.5,0.1,0.2,,False
111,Sorvete tijolo creme -Nestlé®,191.0,24.3,8.8,3.7,,False
111,Sorvete tijolo flocos -Nestlé®,206.0,25.0,,3.9,,False
111,Sorvete tijolo napolitano -Nestlé®,186.0,24.7,,3.8,,False
111,Sorvete tipo pavê -Kibon®,155.0,28.3,3.5,2.7,,False
111,Sorvete Toblerone -Kibon®,346.6,29.0,21.0,4.5,,False
111,Sorvete Zoing baunilha com calda de,192.0,3.0,,3.235,,False
111,Sportade® tangerina,29.0,7.0,,,,False
111,Sprite-Me Donald's®,30.5,7.5,,,,False
111,Stiksy -Elma Chips®,383.0,80.7,1.7,,,False
111,Suco de manga em pó -Tang®,350.0,87.5,,,,False
112,Suco de tomate Heinz-Toma to juice,21.8,4.58,0.11,0.81,,False
112,Suco de abacaxi-Yakult®,65.7,12.43,0.88,1.53,,False
112,Suco de abacaxi adoçado pronto para,44.0,10.7,0.04,0.22,,False
112,Suco de abacaxi com açúcar,55.05,14.14,0.12,,,False
112,"O, 11",0.34,0.03,0.31,0.18,0.52,False
112,Suco de abacaxi com hortelã sem,22.07,5.56,0.19,0.2,0.56,False
112,Suco de abacaxi pronto para beber,37.2,9.0,,0.31,,False
112,Suco de goiaba light -Dei V alie®,10.0,4.0,,,1.0,False
112,Suco de laranja -Leco®,45.0,10.5,0.2,0.6,0.03,False
112,Suco de laranja com acerola e açúcar,39.17,9.25,0.18,0.51,0.18,False
112,"Suco de laranja com acerola sem açúcar 32, 15",7.42,0.19,0.02,0.52,0.19,False
112,Suco de laranja com berinjela,35.61,8.24,0.17,0.66,0.55,False
112,Suco de laranja com cenoura e açúcar,51.06,12.07,0.19,0.81,1.09,False
112,Suco de laranja com cenoura sem,44.26,10.29,0.19,0.83,,False
112,Suco de laranja em pó -Tang®,350.0,87.5,,,,False
113,Suco de laranja em pó -Tang®*,42.0,10.5,,,,False
113,Suco de laranja pronto para beber,34.0,8.0,,0.45,,False
113,Suco de laranja refrigerado,40.0,9.0,0.2,0.5,,False
113,Suco de laranja sem açúcar,45.0,10.41,0.2,0.7,0.2,False
113,Suco de limão em pó -Tang®,350.0,87.5,,,,False
113,Suco de limão em pó -Tang®*,42.0,10.5,,,,False
113,Suco de maçã-Yakult®,43.0,9.97,0.01,0.2,,False
113,Suco de maçã adoçado pronto para,43.0,10.7,0.02,0.04,,False
113,Suco de maçã light-Dei V alie®,15.0,5.0,,,1.0,False
113,Suco de manga light-Dei V alie®,15.0,5.0,,,1.0,False
113,Suco de maracujá-Yakult®,60.0,11.01,0.92,1.56,,False
113,Suco de maracujá com açúcar,63.95,16.42,0.02,0.06,0.02,False
113,Suco de maracujá diluído -Tang®*,42.0,10.5,,,,False
113,Suco de maracujá em pó -Tang®,350.0,8.0,7.5,,,False
113,Suc:u de melancia com açúcar,34.07,7.87,0.37,0.53,0.2,False
114,Suco de melancia sem açúcar,28.02,6.3,0.38,0.54,0.2,False
114,Suco de melão com açúcar,41.86,10.6,0.04,0.36,0.32,False
114,Suco de morango-Yakult®,56.5,,0.27,1.48,,False
114,Suco de pêssego light-Dei Va lie®,10.0,5.0,,,1.0,False
114,Suco de pêssego natural pronto para,46.7,10.95,,,0.12,False
114,Suco de tomate integral -Superbom®,24.0,4.55,,1.0,,False
114,Suco de uva diluído-Tang®*,42.0,10.5,,,,False
114,Suco de uva em pó-Tang®,350.0,87.5,,,,False
114,Suco de uva integral -Superbom®,61.6,15.1,,0.3,,False
114,Suco de uva pronto para beber,73.0,18.0,,0.24,,False
114,"Suco vitaminado (laranja, limão,",52.71,12.81,0.2,0.7,0.73,False
114,Sucrilhos -Kcllogg's®,366.6,93.24,,3.33,3.33,False
114,Sucrilhos nutriferro- Kellogg's®,375.0,91.0,,4.0,2.0,False
114,Sullê de aspargos,178.53,8.04,12.05,9.57,0.37,False
114,Sullê de espinafre,60.39,4.99,3.05,4.2,1.56,False
115,Suflê de queijo,179.09,5.34,13.27,9.42,0.09,False
115,Sundae calda de caramelo-Me,195.4,33.56,5.23,3.91,,False
