page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect,taco_match,taco_similarity
78,"Neston vitamina banana, maçã e",390.0,89.6,0.6,,,False,"Banana, maçã, crua",0.4
79,Óleo de soja e oliva -Maria®,886.0,,100.0,,,False,"Óleo, de soja",0.5
80,"Neston vitamina banana, maçã e",390.0,89.6,0.6,,,False,"Banana, maçã, crua",0.4
81,Óleo de soja e oliva -Maria®,886.0,,100.0,,,False,"Óleo, de soja",0.5
82,Ovo de codorna,158.0,0.41,11.1,13.1,0.0,False,"Ovo, de codorna, inteiro, cru",0.5
82,Ovo de pata inteiro,185.0,,0.46,12.8,0.0,False,"Ovo, de codorna, inteiro, cru",0.4
82,Ovo frito,295.86,0.97,28.12,9.76,0.0,False,"Ovo, de galinha, inteiro, frito",0.5
83,Pão de forma Country -Pullman®,330.4,66.07,2.99,9.25,,False,"Pão, aveia, forma",0.4
83,Pão de forma diet -Wickbold®,278.0,54.6,0.91,12.89,,False,"Pão, aveia, forma",0.4
83,Pão de forma diet libras de trigo,229.2,43.95,0.51,,,False,"Pão, trigo, forma, integral",0.5
83,Pão de forma diet trigo -Pullman®,244.0,46.0,0.5,12.2,3.5,False,"Pão, trigo, forma, integral",0.5
83,Pão de forma diet trigo-Whily Bread®,164.9,32.0,13.0,8.3,,False,"Pão, trigo, forma, integral",0.429
83,Pão de forma glúten libras diet bread,233.0,44.4,0.4,,,False,"Pão, glúten, forma",0.5
83,Pão de forma light glútcn,225.0,42.0,2.0,,,False,"Pão, aveia, forma",0.4
83,Pão de forma tradicional -Pullman®,339.4,68.81,3.03,9.63,,False,"Pão, aveia, forma",0.4
83,"Pão de queijo 271, 17",36.07,10.91,2.93,8.54,0.27,False,"Pão, de queijo, assado",0.4
83,Pão de queijo coquetel -Forno de,280.8,29.91,13.78,,,False,"Pão, de queijo, assado",0.4
84,Pão de queijo tradicional -Forno de,280.8,29.91,13.78,,,False,"Pão, de queijo, assado",0.4
84,Pão francês (só miolo),286.0,50.5,3.88,9.42,2.8,False,"Pão, trigo, francês",0.4
85,"Pastel de queijo 291 ,29",39.7,9.28,,11.23,1.65,False,"Pastel, de queijo, cru",0.4
86,Pé de moleque -bar,418.0,70.5,14.1,7.4,1.0,False,"Pé-de-moleque, amendoim",0.5
86,Peito de frango sem pele Tubelle light,5.6,,2.2,,,False,"Frango, peito, com pele, assado",0.5
86,Peito de peru (cru) I,5.31,0.0,0.99,24.1,0.0,False,"Peru, congelado, cru",0.4
87,Pepino,13.0,2.77,0.13,0.69,0.68,False,"Pepino, cru",0.5
87,Pernil assado com molho,132.85,2.41,4.94,18.73,0.56,False,"Porco, pernil, assado",0.5
87,Peru assado sem pele sem sal,175.0,0.0,5.52,29.3,0.0,False,"Peru, congelado, assado",0.4
88,Picanha (crua),258.97,0.0,,28.9,0.0,False,"Carne, bovina, picanha, com gordura, crua",0.4
88,Picanha sem capa de gordura (crua),195.98,0.0,6.8,31.6,0.0,False,"Carne, bovina, picanha, com gordura, crua",0.5
88,Pimentão verde (cozido),28.0,6.71,0.2,0.92,,False,"Pimentão, verde, cru",0.5
88,Pimentão vermelho (cozido),28.0,6.7,,0.92,1.2,False,"Pimentão, vermelho, cru",0.5
89,Pipoca sem sal,513.86,57.53,29.32,8.86,11.15,False,"Pipoca, com óleo de soja, sem sal",0.5
89,Pitanga,33.0,7.5,0.4,0.8,0.8,False,"Pitanga, crua",0.5
90,Picanha (crua),258.97,0.0,,28.9,0.0,False,"Carne, bovina, picanha, com gordura, crua",0.4
90,Picanha sem capa de gordura (crua),195.98,0.0,6.81,31.6,0.0,False,"Carne, bovina, picanha, com gordura, crua",0.5
90,Pimentão verde (cozido),28.0,6.71,0.2,0.92,,False,"Pimentão, verde, cru",0.5
