page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect,taco_match,taco_similarity
38,Cobertura de chocolate para sorvete·,277.6,69.4,,,,False,"Chocolate, ao leite, com castanha do Pará",0.286
39,Cobertura de marshimallow para,282.3,68.8,,,,False,"Bolo, mistura para",0.2
39,Cobertura de morango para sorvete,293.8,73.4,,,,False,"Morango, cru",0.2
39,"Coca-Cola® ""light""",0.4,,,,,False,"Refrigerante, tipo cola",0.2
39,Coco fresco,354.0,15.2,33.5,3.34,9.4,False,"Coco, água de",0.333
39,Coco fresco ralado,354.0,15.2,33.5,3.34,9.4,False,"Coco, água de",0.25
39,Coco seco ralado,501.0,47.7,35.5,2.89,4.71,False,"Coco, água de",0.25
39,Coco seco ralado -Socôco®,650.0,15.0,63.0,8.0,7.0,False,"Coco, água de",0.2
39,Coelho (cozido),173.0,0.0,3.52,33.0,0.0,False,"Brócolis, cozido",0.333
39,Coelho (cru),151.78,0.0,7.62,20.8,,False,"Agrião, cru",0.333
39,Coelho assado,197.0,0.0,8.06,29.1,0.0,False,"Corimbatá, assado",0.333
39,Coelho com molho,126.69,3.01,6.17,14.42,0.61,False,"Cuxá, molho",0.333
39,Coentro seco,279.0,51.9,4.78,21.9,10.4,False,"Coentro, folhas desidratadas",0.25
39,Cogumelo seco shitake,296.0,75.4,0.99,9.59,11.5,False,,0.0
40,Colomba pascal -Bauducco®,372.0,54.0,14.2,6.9,,False,,0.0
40,Colorau,334.0,78.2,4.6,6.6,14.5,False,,0.0
40,Cominho em pó,375.0,44.2,22.3,17.8,10.5,False,"Achocolatado, pó",0.333
40,Conhaque,231.0,0.0,0.0,0.0,0.0,False,,0.0
40,Corn flakes -Kellogg's®,360.0,84.0,,7.0,3.0,False,,0.0
41,"I,H~ 1,'/J 11.~11 1,1'/ O. I HI O,IHHI 11,·110 II,IIIHI 0.~10 o.wm 1•1-~,IHIO \.1,01XI O,J\0",0.01,,,,,False,"Café, infusão 10%",0.062
41,"1,91)",1.95,0.7,1.25,,,False,,0.0
41,"Coxa de perú cozida ""rolê""-Califónia",105.5,,1.68,,,False,"Frango, coxa, sem pele, cozida",0.286
41,Cravo da Índia,323.0,61.2,20.0,5.98,34.2,False,"Limão, cravo, suco",0.25
42,Cream cheese-Danúbio®,250.0,2.0,24.0,6.0,,False,"Biscoito, salgado, cream cracker",0.167
42,Cream Cheese light- Danúbio®,190.0,2.5,16.0,8.5,,False,"Biscoito, salgado, cream cracker",0.143
42,Creme de baunilha -Royal®*,113.1,20.98,2.48,2.94,,False,Creme de Leite,0.25
42,Creme de caramelo Royal®* I,12.4,20.91,2.48,2.94,,False,Creme de Leite,0.2
42,Creme de chocolate -Royal®*,109.8,19.15,2.68,7.96,,False,Creme de Leite,0.25
42,Creme de coco -Royal®* I,13.7,20.59,2.74,3.01,,False,Creme de Leite,0.2
43,Creme de morango -Royal®*,113.1,20.98,2.48,2.94,,False,"Morango, cru",0.25
43,Creme Dessert baunilha -Nestlé®,211.0,15.6,15.0,3.5,,False,Creme de Leite,0.2
43,Creme Dessert cassis -Nestlé®,214.0,16.4,15.0,3.5,,False,Creme de Leite,0.2
43,Creme Dessert chocolate -Nestlé®,223.0,19.0,15.2,2.6,,False,Creme de Leite,0.2
43,Creme Dessert morango -Nestlé®,207.0,15.6,14.8,2.9,,False,"Morango, cru",0.2
43,Creme vegetal com sal -Mazola®,540.0,,,0.1,,False,"Manteiga, com sal",0.2
43,Cremogema® chocolate*,360.0,,,,,False,"Bolo, pronto, chocolate",0.25
43,Cremogema® tradicional*,360.0,,,,,False,"Mingau tradicional, pó",0.25
43,Cremutcho®,648.0,,12.0,0.9,,False,,0.0
43,Croissant,406.0,45.8,21.0,8.2,2.12,False,,0.0
43,Croissant de chocolate,416.0,41.81,25.05,9.28,2.9,False,"Bolo, pronto, chocolate",0.25
43,Croissant de queijo,414.0,47.0,20.9,9.2,3.8,False,"Queijo, mozarela",0.333
43,"Croquete de miolo 20 I ,82",22.07,10.01,2.91,6.57,0.59,False,"Croquete, de carne, cru",0.143
43,Crunch nut- Kellogg's®,366.6,83.32,3.33,6.66,3.33,False,,0.0
44,Curau I,16.27,23.53,2.02,2.82,1.07,False,"Curau, milho verde",0.25
44,Cúrcuma,354.0,64.9,9.88,7.83,21.1,False,,0.0
44,Curry,325.0,58.2,13.8,12.7,33.2,False,,0.0
44,Dadinho®,418.0,70.5,14.1,7.4,1.0,False,,0.0
44,Damasco,48.0,11.1,0.39,1.41,,False,,0.0
44,Damasco seco,238.0,61.0,0.8,3.66,7.8,False,,0.0
44,Danette chocolate -Danone®,167.0,23.2,0.56,4.3,,False,"Bolo, pronto, chocolate",0.2
44,Delicata® com sal,360.0,,40.0,,,False,"Manteiga, com sal",0.333
44,Deline com sal -Sadia®,370.0,,41.0,,,False,"Manteiga, com sal",0.25
44,Dextrosol®,360.0,,,,,False,,0.0
44,Diet Shake® morango,363.8,68.37,2.87,16.13,,False,"Morango, cru",0.25
45,Doce de amendoim -bar,418.0,70.5,14.1,7.4,1.0,False,"Polvilho, doce",0.25
45,Doce de frutas cristalizadas,306.0,78.9,0.1,,,False,"Polvilho, doce",0.25
45,Doce de leite ponto de corte -Moça,316.0,57.5,7.4,,,False,"Doce, de leite, cremoso",0.333
45,Doriana® light,360.0,,40.0,,,False,,0.0
45,Doritos natural -Elma Chips®,460.0,61.3,20.4,7.7,,False,"Iogurte, natural",0.2
45,Doritos pizza -Elma Chips®,443.8,,,8.75,,False,"Batata, frita, tipo chips, industrializada",0.125
45,Doritos queijo -Elma Chips®,477.0,65.0,21.0,7.1,,False,"Queijo, mozarela",0.2
45,Doritos queijo nacho-Elma Chips®,485.0,,,7.0,,False,"Queijo, mozarela",0.167
45,Empadão de palmito,189.16,24.13,8.73,4.55,1.86,False,"Palmito, juçara, em conserva",0.25
45,Em padinha de camarão,175.19,15.49,7.76,10.49,1.3,False,Camarão à baiana,0.333
45,Empadinha de palmito,235.0,26.0,,6.12,2.24,False,"Palmito, juçara, em conserva",0.25
45,Endívia,16.0,3.0,0.0,1.0,,False,,0.0
46,Endro fresco,43.0,7.03,1.12,3.46,3.0,False,"Atum, fresco, cru",0.25
46,Endro seco,253.0,55.8,4.36,20.0,23.8,False,,0.0
46,Erva doce seca,350.0,50.0,,20.0,,False,"Chá, erva-doce, infusão 5%",0.333
46,Ervilha cm conserva-Jurema®,110.0,21.0,1.0,6.5,,False,"Ervilha, em vagem",0.2
46,Ervilha fresca,81.0,14.5,0.4,5.43,5.1,False,"Ervilha, em vagem",0.333
46,Ervilha seca,343.0,61.0,2.0,22.5,4.7,False,"Ervilha, em vagem",0.333
46,Ervilha torta fresca I,18.0,20.3,0.4,9.3,3.8,False,"Ervilha, em vagem",0.2
46,Escarola,17.0,3.36,0.2,1.26,2.07,False,,0.0
46,Escarola refogada,224.4,9.86,20.49,2.49,3.84,False,"Catalonha, refogada",0.333
46,Esfiha de carne,286.63,38.99,8.84,12.25,2.87,False,Estrogonofe de carne,0.333
46,Esfiha de queijo,302.14,25.26,,12.56,2.61,False,"Queijo, mozarela",0.333
46,"Espaguete massa de sêmola 1 357,oo 7s,oo",1.2,,,,,False,"Pastel, massa, crua",0.125
46,Espetinho de carne bovina com cebola,206.49,,0.94,,,False,"Carne, bovina, almôndegas, cruas",0.333
46,Espinafre (cozido),23.0,3.76,0.26,2.98,2.3,False,"Brócolis, cozido",0.333
47,Estragãu,295.0,50.2,7.24,22.8,7.4,False,,0.0
47,Estrogonofe de filé mignon,214.09,2.99,14.78,16.5,0.39,False,Estrogonofe de carne,0.25
47,Estrudel de maçã,274.0,41.1,11.2,3.3,,False,"Banana, maçã, crua",0.25
47,Extra to de tomate -Elefante Cica®,72.0,16.0,1.0,2.0,,False,"Tomate, extrato",0.167
47,Fandangos pipoca -Elma Chips®,459.0,75.5,14.6,6.4,,False,"Pipoca, com óleo de soja, sem sal",0.143
47,Fandangos sabor presunto -Elma,459.0,72.5,15.6,,,False,"Presunto, com capa de gordura",0.167
47,Fandangos sabor queijo -Elma Chips®,461.0,75.5,14.8,6.5,,False,"Queijo, mozarela",0.167
47,Fanta® laranja,54.0,14.5,,,,False,"Laranja, baía, crua",0.25
47,"Fanta® laranja ""diet""",0.4,,,,,False,"Laranja, baía, crua",0.2
47,"Farelo de aveia -Oat Bran Quakcr® 321, 00",46.0,7.0,,16.0,12.0,False,Leite de aveia,0.125
47,Farelo de trigo,216.0,64.5,4.26,15.6,41.9,False,"Farinha, de trigo",0.333
48,Farinha de aveia · Feria®,390.0,60.0,10.0,12.0,10.0,False,"Farinha, de rosca",0.25
48,Farinha de aveia · Quaker®,390.0,61.0,0.0,12.0,10.0,False,"Farinha, de rosca",0.25
48,Farinha de semolina,360.0,72.8,1.06,12.7,3.9,False,"Farinha, de rosca",0.333
49,"Farofa de farinha de mandioca 386, I O",78.43,9.56,3.32,0.22,0.62,False,"Farinha, de mandioca, crua",0.333
49,Fécula de batata -Colombo®,329.0,82.0,,0.1,,False,"Fécula, de mandioca",0.25
49,Fécula de batata-PADRÃO,332.0,82.0,,0.1,0.0,False,"Fécula, de mandioca",0.25
49,Feijão branco com dobradinha,77.78,10.78,1.57,5.46,2.69,False,Dobradinha,0.333
49,Feijão branco enlatado -Bonduelle®,89.0,15.2,0.6,5.8,4.7,False,Atum enlatado,0.2
49,Feijão cozido (50% grão/caldo),61.0,8.3,1.6,3.34,4.2,False,"Feijão, carioca, cozido",0.333
49,Feijão verde,51.1,1.57,5.03,0.39,0.7,False,"Curau, milho verde",0.25
50,Feijoada -Swift J>remium®,96.0,,3.1,10.9,,False,Feijoada,0.25
50,Feno grego,323.0,58.3,6.41,23.0,20.3,False,Iogurte grego zero lactose,0.2
50,Fígado bovino (cozido),211.4,8.16,7.71,25.79,0.04,False,"Brócolis, cozido",0.25
50,Figo seco,255.0,65.4,1.18,3.06,9.3,False,"Figo, cru",0.333
51,Flan baunilha -Royal®*,92.8,14.85,2.71,3.214,,False,,0.0
51,Flan baunilha com calda de caramelo,179.0,39.1,1.6,,,False,"Ameixa, calda, enlatada",0.167
51,Flan baunilha com calda de chocolate,124.5,22.9,2.36,,,False,"Bolo, pronto, chocolate",0.167
51,Flan baunilha com calda de morango,137.0,27.2,2.2,,,False,"Morango, cru",0.2
51,Flan com calda de caramelo Royal®* I,4.6,18.69,2.54,3.0,,False,"Ameixa, calda, enlatada",0.143
51,Flan com calda de morango -Royal®* I,4.6,18.69,2.54,3.0,,False,"Morango, cru",0.167
51,Flan de baunilha -Royal®* I,6.2,18.34,2.69,3.24,,False,,0.0
51,Flan de papaya com calda de cassis,165.0,35.8,1.5,,,False,"Ameixa, calda, enlatada",0.167
51,Flan diet baunilha-Royal (com leite,42.4,7.6,0.08,,,False,Creme de Leite,0.167
51,Flan diet baunilha-Royal (com leite,68.0,7.52,2.88,,,False,Creme de Leite,0.167
51,Flan diet chocolate-Royal (com leite,40.8,6.56,0.24,,,False,"Chocolate, ao leite",0.333
51,Flan diet chocolate-Royal (com leite,66.4,6.48,3.04,,,False,"Chocolate, ao leite",0.333
51,Framboesa fresca,49.0,11.6,0.55,0.91,3.97,False,"Lasanha, massa fresca, cozida",0.2
52,Frango à passarinho,250.0,0.69,12.1,31.0,0.13,False,Estrogonofe de frango,0.333
52,Frango com quiabo,169.03,13.16,3.54,15.03,2.63,False,"Quiabo, cru",0.333
52,Frango molho paris -Swift Premi um® I,4.5,,4.1,13.3,,False,"Cuxá, molho",0.125
52,Frozen iogurte -Sorvete de iogurte,159.0,24.2,5.6,,,False,"Iogurte, natural",0.25
52,Fubá,362.0,76.9,3.6,8.13,7.3,False,"Milho, fubá, cru",0.333
52,Funghi,354.0,49.09,3.84,,16.1,False,,0.0
52,Galinha à cabidela,178.11,1.42,8.47,22.85,0.31,False,"Caldo de galinha, tablete",0.25
52,Gatorade® qualquer sabor,22.8,6.0,,,,False,"Iogurte, sabor abacaxi",0.2
52,Gelatina abacaxi -Sadia®*,61.6,13.0,0.4,2.0,,False,"Abacaxi, cru",0.25
52,Gelatina diet qualquer sabor -Royal®*,8.8,0.56,,1.52,,False,"Iogurte, sabor abacaxi",0.143
52,Gelatina em pó sem sabor branca ou,333.3,,,,,False,"Gelatina, sabores variados, pó",0.286
52,Gelatina morango -Sadia®*,61.7,13.0,,2.0,,False,"Morango, cru",0.25
53,Gelatina qualquer sabor-Royal®*,52.4,12.48,,1.24,,False,"Iogurte, sabor abacaxi",0.167
53,Geléia,272.0,70.0,0.1,0.6,,False,"Geléia, mocotó, natural",0.333
53,Geléia de maracujá light -Doce,44.0,10.5,,,,False,"Polvilho, doce",0.2
53,Gelinho de laranja -Tang®,42.0,10.5,,,,False,"Laranja, baía, crua",0.2
53,Gelinho de limão -Tang®,42.0,10.5,,,,False,"Limão, cravo, suco",0.2
53,Gelinho de maracujá -Tang®,42.0,10.5,,,,False,"Maracujá, cru",0.25
53,Gelinho de uva -Tang®,42.0,10.5,,,,False,"Uva, Itália, crua",0.2
53,Gemada com leite,113.12,8.84,6.53,4.8,0.0,False,Creme de Leite,0.333
53,Gemada sem leite,368.5,,37.97,10.59,0.0,False,Creme de Leite,0.333
53,Gengibre,70.83,15.0,0.83,1.67,2.08,False,,0.0
53,Gengibre em pó,347.0,70.8,5.95,9.12,12.5,False,"Achocolatado, pó",0.333
53,Glucose de milho,286.0,73.8,0.0,0.0,,False,"Óleo, de milho",0.333
54,Goiaba,51.0,11.9,0.6,0.82,5.4,False,"Goiaba, doce em pasta",0.333
54,Goiabada I,249.0,64.0,,0.5,0.9,False,,0.0
54,Grapefruit branco,33.0,8.42,0.1,0.69,,False,"Repolho, branco, cru",0.25
54,Grapefruit rosa,30.0,7.69,0.1,0.55,,False,,0.0
54,Groselha vermelha fresca,56.0,13.8,0.2,1.41,4.3,False,"Lasanha, massa fresca, cozida",0.167
54,Guabiroba,64.0,13.9,1.0,1.6,0.8,False,,0.0
54,"Guaraná ""diet"" Antarctica®",0.43,,,,,False,"Refrigerante, tipo guaraná",0.2
54,Guaraná Antarctica®,31.0,8.0,,,,False,"Refrigerante, tipo guaraná",0.25
54,Haddock (cru),87.0,0.0,0.72,18.9,0.0,False,"Agrião, cru",0.333
55,Hambúrguer -Me Donald's®,254.9,30.0,9.31,12.06,,False,Pão de hambúrguer,0.2
55,Hambúrguer de frango-Seara®,234.0,3.0,18.0,15.0,,False,Estrogonofe de frango,0.25
55,Hambúrguer de frango light-Seara®,144.0,,3.9,17.0,,False,Estrogonofe de frango,0.2
55,Hambúrguer de peru -Califórnia,148.0,,8.4,,,False,Pão de hambúrguer,0.25
55,Hortelã,43.0,5.3,0.7,3.8,,False,,0.0
55,lngá,60.0,15.5,0.1,1.0,1.2,False,,0.0
55,lnhame (cozido),116.0,27.6,0.14,1.5,3.9,False,"Brócolis, cozido",0.333
55,lnhame (cru),118.0,27.9,0.17,1.54,4.1,False,"Agrião, cru",0.333
55,Iogurte batido açúcar e mel -Nestlé®,80.0,13.9,1.5,2.6,,False,"Iogurte, natural",0.167
55,Iogurte batido açúcar e mel,82.2,14.99,1.24,,,False,"Iogurte, natural",0.2
55,"Iogurte batido laranja, cenoura e mel",85.0,15.4,1.4,,,False,"Cenoura, cozida",0.167
55,Iogurte com açúcar Mix Corn Flakes,133.3,23.63,1.82,,,False,"Iogurte, natural",0.167
55,Iogurte com geléia de ameixa -Corpus,59.0,7.3,1.4,,,False,"Ameixa, crua",0.2
56,Iogurte com mel -Batavo® I,5.3,16.66,2.82,3.3,,False,"Iogurte, natural",0.2
56,Iogurte com mel -Danone®,111.0,16.1,3.65,3.45,,False,"Iogurte, natural",0.25
56,Iogurte com mel -Paulista®,79.0,13.07,1.7,2.4,,False,"Iogurte, natural",0.25
56,Iogurte com mel e granola-Pauli Croc,167.0,31.43,2.47,,,False,Granola,0.2
56,Iogurte com pedaços de fruta,107.2,21.5,,,,False,Fruta,0.333
56,Iogurte com pedaços de fruta,97.7,18.9,1.12,,,False,Fruta,0.333
56,Iogurte com pedaços salada de fruta,3.0,19.83,1.33,,,False,Fruta,0.25
56,logurtedesnatadodefrutas-PADRÃO,102.0,19.1,1.09,4.38,0.1,False,,0.0
56,"Iogurte frutas tropicais manga, mamão",82.1,15.0,1.2,,,False,"Iogurte, natural",0.167
57,Iogurte frutas tropicais papaya e,95.0,17.3,1.6,,,False,"Iogurte, natural",0.2
57,Iogurte maracujá -Bliss Nestlé®,90.0,16.4,1.6,2.5,,False,"Maracujá, cru",0.2
58,Iogurte polpa de fruta banana-Xuxa,123.0,20.6,3.1,,,False,Fruta,0.2
58,Iogurte polpa de fruta cereal morango,13.7,18.4,3.0,,,False,"Iogurte, sabor morango",0.333
58,Iogurte polpa de fruta cereal salada de I,13.3,18.0,16.0,,,False,Fruta,0.167
58,"Iogurte polpa de fruta coco-Batavo® I 05, I O",15.62,3.29,,3.24,,False,Fruta,0.143
58,Iogurte polpa de fruta coco-Danone® I,9.5,17.26,2.39,4.0,,False,Fruta,0.167
58,Iogurte polpa de fruta coco -Nestlé® I,16.0,,8.2,3.3,,False,Fruta,0.167
58,Iogurte polpa de fruta com leite de,95.0,17.2,1.7,,,False,Fruta,0.25
58,Iogurte polpa de fruta diet morango,51.0,9.8,0.0,,,False,"Iogurte, sabor morango",0.333
58,Iogurte polpa de fruta diet morango,27.8,3.86,,,,False,"Iogurte, sabor morango",0.333
58,Iogurte polpa de fruta framboesa,114.0,21.85,,,,False,Fruta,0.25
59,Iogurte polpa de fruta frutas,86.0,15.4,1.5,,,False,Fruta,0.25
59,Iogurte polpa de fruta kiwi -Glub,127.0,21.47,2.85,,,False,Fruta,0.2
59,Iogurte polpa de fruta laranja e,86.0,15.4,1.5,,,False,Fruta,0.25
59,Iogurte polpa de fruta light -Batavo®,31.1,4.13,0.42,2.7,,False,Fruta,0.2
59,"Iogurte polpa de fruta light morango 5 I ,00",6.5,0.9,,,,False,"Iogurte, sabor morango",0.222
59,Iogurte polpa de fruta maçã- Paulista®,75.0,14.0,0.55,2.95,,False,Fruta,0.2
59,"Iogurte polpa de fruta maçã, mamão e",86.0,15.4,1.5,,,False,Fruta,0.2
59,Iogurte polpa de fruta morango -Bliss,87.0,16.0,1.5,,,False,"Iogurte, sabor morango",0.333
59,Iogurte polpa de fruta morango -Fruty,90.0,15.31,1.7,,,False,"Iogurte, sabor morango",0.333
59,Iogurte polpa de fruta morango-Glub,112.0,21.64,1.29,,,False,"Iogurte, sabor morango",0.333
59,Iogurte polpa de fruta morango -Kissy,88.7,15.24,1.97,,,False,"Iogurte, sabor morango",0.333
60,"Iogurte polpa de fruta morango· Xuxa I I I ,00",18.0,2.9,,,,False,"Iogurte, sabor morango",0.25
60,Iogurte polpa de fruta morango light •,30.6,4.17,0.1,,,False,"Iogurte, sabor morango",0.333
60,Iogurte polpa de frutas tropicais · Pauli,95.0,16.7,1.8,,,False,"Iogurte, natural",0.167
60,Iogurte polpa de frutas vermelhas,94.0,17.2,1.6,,,False,"Iogurte, natural",0.2
60,Nestlé®,2.7,,,,,False,,0.0
60,Iogurte salada de fruta· Xuxa Nestlé®,123.0,20.6,3.1,3.1,,False,Fruta,0.2
60,Iogurte tangerina • Teen Parmalat®,86.6,16.17,1.46,3.02,,False,"Iogurte, natural",0.2
60,Ioiô Nut® cream com avelã,530.0,60.0,3.0,5.0,,False,"Biscoito, salgado, cream cracker",0.143
60,Ioiô Nut® cream com leite e avelã,525.0,60.0,31.0,4.7,,False,Creme de Leite,0.167
61,Kani kama (cru),80.0,,0.3,10.5,,False,"Agrião, cru",0.25
61,Kinder® OVO,568.0,54.6,35.8,,,False,"Ovo, de codorna, inteiro, cru",0.2
61,Lagosta (crua),90.0,0.5,0.9,18.8,0.0,False,"Acelga, crua",0.333
61,Laranja,47.0,11.8,0.12,0.94,1.9,False,"Laranja, baía, crua",0.333
61,Laranja albuminada,68.71,15.64,0.16,1.69,0.18,False,"Laranja, baía, crua",0.25
61,Laranjada,35.66,8.38,0.14,0.47,0.14,False,,0.0
61,Lasanha,185.0,12.3,9.0,12.91,0.74,False,"Lasanha, massa fresca, cozida",0.25
61,Lasanha bolonhesa -Findus Nestlé®,136.0,,,6.9,,False,"Lasanha, massa fresca, cozida",0.143
61,Lasanha verde-Findus Nestlé®,136.0,13.0,6.9,5.4,,False,"Curau, milho verde",0.167
62,Leite de soja-PADRÃO,33.0,,0.82,2.76,1.31,False,"Pão, de soja",0.25
62,Leite desnatado com ferro (sulfato,46.0,4.6,0.64,,,False,"Leite, de vaca, desnatado, pó",0.333
62,I,2.92,,,,,False,,0.0
62,Leite desnatado longa vida 1% de,41.9,4.79,1.07,,,False,"Leite, de vaca, desnatado, pó",0.333
62,Leite em pó -Nestogeno Soy Nestlé®,464.0,57.5,18.6,16.6,0.9,False,"Leite, de vaca, desnatado, pó",0.286
62,"Leite em pó de soja -Sobee® 469,oo 58,8o",19.8,,,14.0,0.7,False,"Leite, de vaca, desnatado, pó",0.2
62,"Leite em pó de soja enriquecido 5o3,oo",55.4,25.0,6.1,,,False,"Leite, de vaca, desnatado, pó",0.25
63,Leite em pó modificado-Alsoy Ncstlé®,503.0,55.4,25.0,14.0,,False,"Leite, de vaca, desnatado, pó",0.286
63,Leite em pó modificado -Enfalac,490.0,54.9,24.7,,,False,"Leite, de vaca, desnatado, pó",0.333
63,Leite cm pó modilicado-Nan I Nestlé®,509.0,57.9,25.8,11.4,,False,"Leite, de vaca, desnatado, pó",0.222
63,Leite em pó modificado-Nan 2 Nestlé®,482.0,56.8,21.2,15.9,,False,"Leite, de vaca, desnatado, pó",0.286
63,Leite em pó modificado -Nan HA 5 I,1.0,56.7,26.0,,,False,"Leite, de vaca, desnatado, pó",0.222
63,Leite em pó modificado -Nestogeno I,445.0,60.8,14.5,,,False,"Leite, de vaca, desnatado, pó",0.286
63,Leite em pó modificado-Nestogeno 2,478.0,51.4,21.5,,,False,"Leite, de vaca, desnatado, pó",0.333
63,Leite em pó modificado -Pelargon,456.0,57.6,17.0,,,False,"Leite, de vaca, desnatado, pó",0.333
64,Leite em pó modificado -Pregestimil® r,460.0,63.0,18.4,12.9,,False,"Leite, de vaca, desnatado, pó",0.286
64,Leite em pó modificado -Sobee Mead,469.0,58.8,19.8,,,False,"Leite, de vaca, desnatado, pó",0.286
64,"Leite em pó sem i desnatado 427.oo 46,2o",13.0,,,,,False,"Leite, de vaca, desnatado, pó",0.333
64,Leite Ideal -Nestlé®,138.0,9.8,7.9,6.8,,False,Creme de Leite,0.25
64,Leite integral -Nescau Nestlé® I,2.0,16.4,0.1,2.1,,False,"Canjica, com leite integral",0.333
64,"Leite integral longa vida 3,5% de",61.4,4.67,3.32,,,False,"Canjica, com leite integral",0.286
64,Leite longa vida desnatado -Molico,36.0,5.3,0.1,,,False,"Leite, de vaca, desnatado, pó",0.286
64,Leite longa vida desnatado-Parmalat®,36.94,4.9,0.5,3.18,0.1,False,"Leite, de vaca, desnatado, pó",0.286
64,Leite longa vida desnatado enriquecido,36.9,4.9,0.5,,,False,"Leite, de vaca, desnatado, pó",0.286
65,Leite longa vida desnatado light,32.5,4.8,0.1,,,False,"Leite, de vaca, desnatado, pó",0.286
65,Leite longa vida integral -Cotochés®,55.0,4.8,3.1,3.3,,False,"Canjica, com leite integral",0.333
65,Leite longa vida integral-Elegê®,63.0,4.75,3.25,3.0,,False,"Canjica, com leite integral",0.333
65,Leite longa vida integral -Parmalat® I,60.4,4.8,3.2,3.1,,False,"Canjica, com leite integral",0.286
65,Leite longa vida integral com lactose,60.4,4.8,3.2,,,False,"Canjica, com leite integral",0.333
65,Leite longa vida integral enriquecido,61.0,4.8,3.2,,,False,"Canjica, com leite integral",0.333
65,"Leite longa vida integral enriquecido I 61 ,00",4.8,3.1,,,,False,"Canjica, com leite integral",0.222
65,Leite longa vida magro -Long,51.2,4.9,2.0,,,False,Creme de Leite,0.167
65,Leite longa vida semi desnatado,48.0,5.1,1.5,,,False,"Leite, de vaca, desnatado, pó",0.286
65,Leite longa vida semi desnatado,40.6,4.8,1.0,,,False,"Leite, de vaca, desnatado, pó",0.286
65,Leite longa vida sem i desnatado -Toda,50.7,5.0,1.9,,,False,"Leite, de vaca, desnatado, pó",0.25
65,Leite longuinho magro morango,78.0,10.64,2.0,,,False,"Morango, cru",0.2
65,Leite longuinho semi desnatado,84.4,14.77,1.1,,,False,"Leite, de vaca, desnatado, pó",0.333
65,Leite Materno,69.6,6.9,4.39,1.04,0.0,False,Creme de Leite,0.333
66,Leite Nesquik morango -Nestlé®,88.0,14.8,2.4,1.7,,False,"Morango, cru",0.2
66,Leite pasteurizado light -Paulista®,39.0,5.63,0.25,3.29,,False,Creme de Leite,0.2
66,Leite semi desnatado longa vida 2% de,49.7,4.81,1.93,,,False,"Leite, de vaca, desnatado, pó",0.286
66,"Leite tipo A 3,7% de gordura",64.2,4.66,3.67,,,False,Creme de Leite,0.167
66,"Leite tipo A pasteurizado-Bela Vista® 61, 70",4.7,3.4,,3.2,,False,Creme de Leite,0.125
66,"Leite tipo B 3,5% de gordura",61.4,4.67,3.32,,,False,Creme de Leite,0.143
66,Leite tipo B pasteurizado -Paulista®,62.0,4.6,3.5,3.2,,False,Creme de Leite,0.167
66,"Leite tipo C 3,0% de gordura",60.6,4.63,3.0,,,False,Creme de Leite,0.143
66,Leite tipo C pasteurizado -l'armalat®,60.6,4.63,3.0,3.34,,False,Creme de Leite,0.143
66,Leite tipo C pasteurizado -Paulista®,60.6,4.63,3.0,3.34,,False,Creme de Leite,0.167
66,Lentilha enlatada -Bonduelle®,84.0,10.9,1.4,5.4,4.2,False,"Lentilha, cozida",0.25
66,Lentilha seca,338.0,57.1,0.96,28.1,13.1,False,"Lentilha, cozida",0.333
66,Licor,342.0,25.4,,,,False,,0.0
67,Limonada com açúcar,145.86,14.43,0.02,0.07,0.07,False,"Açúcar, cristal",0.333
67,Limonada sem açúcar,5.0,1.73,0.01,0.08,0.08,False,"Açúcar, cristal",0.333
67,Linguado (cozido),117.0,0.0,1.54,24.2,0.0,False,"Brócolis, cozido",0.333
67,Linguado (cru),91.0,0.0,1.2,18.8,0.0,False,"Agrião, cru",0.333
67,Lula (cozida),138.0,3.75,4.7,18.81,0.0,False,"Berinjela, cozida",0.333
67,Lula (crua),91.78,3.06,1.41,15.53,0.0,False,"Acelga, crua",0.333
67,Lula ensopada recheada com camarão,150.66,2.39,9.93,12.7,0.41,False,Camarão à baiana,0.2
67,Maçã vermelha,59.0,15.3,0.36,0.19,1.97,False,"Banana, maçã, crua",0.25
67,Macadâmia,702.0,13.7,73.7,8.31,5.31,False,,0.0
68,Macarrão à bolonhesa,126.12,22.11,1.67,1.0,,False,"Macarrão, instantâneo",0.333
68,Macarrão à matriciana -Maggi®,139.6,26.88,,5.0,,False,"Macarrão, instantâneo",0.25
68,Macarrão ao queijo -Maggi®,138.8,28.35,0.38,5.54,,False,"Macarrão, instantâneo",0.2
68,Macarrão ao sugo,85.23,15.65,1.45,2.65,1.29,False,"Macarrão, instantâneo",0.25
68,Macarrão carbonara -Maggi®,150.7,26.31,2.54,5.65,,False,"Macarrão, instantâneo",0.25
68,Macarrão carne com ovos oriental,125.0,24.58,,,,False,"Macarrão, trigo, cru, com ovos",0.333
68,Macarrão carne sem ovos oriental,125.0,25.0,,,,False,"Macarrão, trigo, cru, com ovos",0.333
68,Macarrão champignon e ervas finas,140.0,28.46,0.77,,,False,"Macarrão, instantâneo",0.2
68,Macarrão de sêmola de grão duro,348.0,72.0,0.7,,,False,"Macarrão, instantâneo",0.2
68,"Macarrão espaguete com ovos 152,3o 3o,5o",1.81,,,,,False,"Macarrão, trigo, cru, com ovos",0.25
68,Macarrão galinha com ovo oriental,124.2,24.0,19.0,,,False,"Ovo, de galinha, inteiro, cru",0.333
